Xp,Yp,Hsig,RTpeak,Dir,Depth
2414.19,5534.5,0.179773,1.331,88.3781,10.0
2450.1,5580.0,0.176166,1.331,122.268,10.0
2490.1,5605.42,0.204917,1.21,121.016,10.0
2533.0,5616.0,0.103302,1.21,175.849,10.0
2509.01,5608.16,0.207193,1.1,134.288,10.0
2413.91,5517.5,0.166819,1.21,65.7496,10.0
2453.42,5564.12,0.187128,1.331,111.457,10.0
2439.73,5549.94,0.187572,1.331,100.741,10.0
2427.97,5534.23,0.179587,1.331,89.5083,10.0
2470.0,5578.5,0.180115,1.331,126.645,10.0
2475.35,5562.18,0.192553,1.21,114.883,10.0
2500.5,5588.0,0.200543,1.21,124.776,10.0
2519.38,5596.98,0.192125,1.1,144.909,10.0
2437.19,5516.5,0.16634,1.21,66.834,10.0
2460.33,5547.61,0.190215,1.21,102.669,10.0
2447.47,5532.42,0.179843,1.21,90.2802,10.0
2502.0,5577.0,0.214271,1.21,125.779,10.0
2486.19,5577.5,0.189873,1.21,132.631,10.0
2538.81,5597.0,0.0966272,1.21,174.259,10.0
2520.81,5579.71,0.201546,1.1,139.016,10.0
2457.1,5514.5,0.163593,1.21,62.1316,10.0
2469.05,5530.78,0.186031,1.21,92.3495,10.0
2494.15,5561.65,0.207544,1.21,120.952,10.0
2512.7,5561.64,0.208001,1.21,131.805,10.0
2483.42,5545.8,0.1936,1.21,107.96,10.0
2544.69,5577.5,0.090692,1.21,172.693,10.0
2531.9,5561.33,0.148494,1.0,154.831,10.0
2477.1,5513.5,0.155676,1.21,60.8226,10.0
2492.05,5528.48,0.183361,1.21,99.9753,10.0
2504.59,5545.34,0.201734,1.21,123.191,10.0
2550.5,5558.5,0.0842829,1.331,170.399,10.0
2539.32,5545.43,0.13372,1.0,153.681,10.0
2522.74,5544.8,0.202173,1.1,135.883,10.0
2497.0,5512.0,0.135969,1.1,62.3187,10.0
2514.23,5528.96,0.193383,1.21,123.809,10.0
2556.31,5539.5,0.0800713,1.77155,168.829,10.0
2538.02,5527.57,0.168367,1.0,135.352,10.0
2511.69,5494.0,0.145897,1.21,123.005,10.0
2544.59,5506.06,0.12251,1.0,147.676,10.0
2522.69,5511.0,0.187674,1.21,123.588,10.0
2556.09,5243.5,0.0114862,1.0,20.8716,10.0
2546.41,5260.5,0.000408116,1.331,334.658,10.0
2551.09,5242.5,0.000419893,1.331,336.8,10.0
2531.91,5237.5,0.00605996,1.0,8.19879,10.0
2514.19,5246.0,0.0244506,1.0,20.4319,10.0
2562.19,5520.5,0.0771651,1.77155,167.851,10.0
2511.81,5479.5,0.129725,1.1,64.4288,10.0
2526.59,5494.0,0.182795,1.21,124.638,10.0
2590.31,5255.0,0.000143597,1.331,334.915,10.0
2572.59,5249.5,0.00446927,1.0,15.7338,10.0
2551.91,5256.5,0.0165228,1.0,39.8165,10.0
2529.42,5254.5,0.00830303,1.0,49.0072,10.0
2539.91,5279.5,0.000446376,1.331,334.601,10.0
2508.19,5265.5,0.0392579,1.0,47.0333,10.0
2568.0,5501.0,0.0764769,2.35793,167.714,10.0
2532.0,5479.5,0.201102,1.21,118.41,10.0
2458.91,5413.5,0.172819,1.331,114.244,10.0
2587.0,5265.5,0.000156452,1.331,334.904,10.0
2566.28,5270.45,0.00843626,1.0,40.306,10.0
2533.69,5298.5,0.000431175,1.331,334.534,10.0
2525.0,5277.54,0.00945725,1.0,21.4884,10.0
2502.09,5284.5,0.0528292,1.0,50.3015,10.0
2550.07,5482.27,0.102913,1.0,154.5,10.0
2541.5,5454.5,0.210873,1.1,112.236,10.0
2573.81,5482.0,0.0769645,2.35793,168.189,10.0
2471.36,5416.17,0.174749,1.331,117.225,10.0
2463.69,5398.17,0.190022,1.331,101.073,10.0
2545.69,5275.5,0.0280785,1.0,58.9533,10.0
2580.81,5284.5,0.000173777,1.331,334.877,10.0
2559.65,5291.17,0.0127853,1.0,35.3304,10.0
2515.28,5299.81,0.0218973,1.1,19.8968,10.0
2496.0,5303.5,0.0815676,1.1,38.5848,10.0
2572.88,5449.96,0.0888617,1.331,164.849,10.0
2579.59,5463.0,0.0755899,2.35793,168.193,10.0
2561.58,5457.82,0.1002,1.21,162.164,10.0
2547.91,5435.5,0.207506,1.1,111.383,10.0
2469.76,5380.66,0.194483,1.331,92.6834,10.0
2483.91,5415.5,0.1735,1.331,118.998,10.0
2486.21,5395.66,0.19074,1.331,101.13,10.0
2539.41,5294.5,0.0383869,1.0,50.2603,10.0
2574.59,5303.5,0.000187251,1.331,334.837,10.0
2554.13,5309.01,0.0183743,1.0,30.3266,10.0
2477.1,5360.5,0.193583,1.21,83.7495,10.0
2527.59,5317.5,0.00039303,1.331,334.495,10.0
2507.47,5321.23,0.0620247,1.1,34.2107,10.0
2483.41,5341.5,0.19103,1.21,70.8403,10.0
2489.81,5322.5,0.163326,1.21,56.5604,10.0
2585.41,5443.5,0.0718099,2.35793,166.668,10.0
2551.19,5424.5,0.216868,1.1,120.504,10.0
2564.92,5435.51,0.104697,1.21,161.177,10.0
2543.0,5422.0,0.211665,1.21,125.618,10.0
2488.55,5376.36,0.197447,1.21,92.1237,10.0
2523.69,5417.0,0.194774,1.21,122.543,10.0
2503.91,5415.5,0.175536,1.331,121.999,10.0
2533.19,5313.5,0.0551364,1.0,46.5485,10.0
2568.41,5322.5,0.000191243,1.331,334.761,10.0
2500.59,5360.46,0.205081,1.21,85.6556,10.0
2522.91,5331.5,0.000343671,1.331,334.545,10.0
2502.65,5338.05,0.17369,1.21,66.0294,10.0
2591.19,5424.5,0.070505,2.35793,166.41,10.0
2578.33,5421.57,0.0852549,2.59372,162.069,10.0
2557.47,5415.52,0.20941,1.1,117.551,10.0
2538.99,5407.18,0.219505,1.21,111.026,10.0
2507.44,5387.73,0.197572,1.21,95.6612,10.0
2520.88,5403.74,0.201727,1.21,108.168,10.0
2562.31,5341.5,0.000171639,1.331,334.49,10.0
2547.67,5328.45,0.0319704,1.0,31.3926,10.0
2527.0,5332.5,0.147742,1.0,74.9935,10.0
2516.69,5351.0,0.203717,1.1,84.1249,10.0
2597.0,5405.5,0.0692257,2.35793,166.261,10.0
2573.91,5406.68,0.101738,1.0,154.461,10.0
2532.27,5390.25,0.207951,1.21,102.685,10.0
2524.13,5369.99,0.198933,1.21,84.6258,10.0
2556.66,5394.6,0.213637,1.1,112.013,10.0
2557.09,5357.5,0.000179773,1.331,334.083,10.0
2540.99,5351.7,0.0792146,1.0,43.804,10.0
2579.17,5388.54,0.0986126,2.59372,154.639,10.0
2602.81,5386.5,0.0680448,2.35793,166.287,10.0
2551.09,5376.5,0.223092,1.1,98.1878,10.0
2565.62,5376.53,0.194088,1.0,115.981,10.0
2608.5,5367.0,0.0671119,2.35793,166.49,10.0
2584.85,5366.36,0.0956487,2.59372,155.627,10.0
2596.69,5351.81,0.0962926,2.59372,161.378,10.0
2567.59,5338.0,0.10251,1.0,49.6384,10.0
2560.5,5359.0,0.199766,1.1,104.209,10.0
2614.31,5348.0,0.0652512,2.35793,166.692,10.0
2577.69,5341.0,0.211243,1.1,106.473,10.0
2600.14,5335.46,0.0987063,2.59372,160.553,10.0
2628.5,5336.0,0.0323945,3.45224,171.791,10.0
2619.81,5334.5,0.0676354,2.59372,164.724,10.0
2586.41,5316.5,0.20826,1.1,107.819,10.0
2610.06,5317.33,0.103533,2.59372,161.733,10.0
2633.09,5322.0,0.0271843,3.45224,174.508,10.0
2638.5,5302.5,8.8283e-06,1.331,334.699,10.0
2592.69,5297.5,0.210731,1.1,105.983,10.0
2628.19,5298.0,0.111347,2.35793,166.268,10.0
2599.0,5278.5,0.21646,1.1,101.682,10.0
2611.19,5240.0,0.136439,2.59372,131.429,10.0
2605.19,5259.5,0.140315,1.0,123.621,10.0
2635.81,5270.5,0.111593,2.35793,166.965,10.0
2622.62,5266.61,0.105128,2.59372,158.785,10.0
2625.85,5241.66,0.116302,2.59372,154.656,10.0
2641.69,5251.5,0.112309,2.35793,167.389,10.0
2617.09,5221.0,0.137227,2.59372,135.255,10.0
2647.59,5232.5,0.113998,2.35793,167.873,10.0
2625.81,5205.0,0.179996,2.59372,145.664,10.0
2635.5,5219.81,0.118419,2.59372,155.981,10.0
2653.5,5213.5,0.117211,2.35793,168.653,10.0
2642.54,5201.12,0.126351,2.59372,155.931,10.0
2602.91,5160.5,0.1433,2.59372,172.445,10.0
2572.59,5146.0,0.382351,2.85309,141.177,10.0
2659.41,5194.0,0.121842,2.35793,169.828,10.0
2633.59,5186.5,0.181478,2.59372,145.737,10.0
2612.91,5169.5,0.23834,2.59372,144.104,10.0
2621.81,5173.5,0.215587,2.59372,149.217,10.0
2586.19,5152.5,0.325772,2.85309,146.831,10.0
2607.41,5150.0,0.140793,2.59372,172.201,10.0
2580.07,5131.28,0.402356,2.85309,138.646,10.0
2558.09,5139.0,0.422116,2.85309,137.46,10.0
2558.61,5125.61,0.450053,2.85309,133.862,10.0
2647.9,5186.55,0.136611,2.59372,155.564,10.0
2641.5,5168.0,0.189779,2.59372,143.856,10.0
2634.09,5174.5,0.0499074,2.35793,171.976,10.0
2606.91,5161.5,0.21523,2.85309,132.165,10.0
2622.02,5163.02,0.259152,2.59372,147.151,10.0
2614.5,5134.5,0.138313,2.59372,171.919,10.0
2598.13,5131.88,0.360041,2.85309,142.561,10.0
2570.58,5112.84,0.463125,2.85309,131.283,10.0
2590.04,5109.44,0.447898,2.85309,132.185,10.0
2543.0,5132.0,0.455228,2.85309,134.126,10.0
2540.19,5117.7,0.488783,2.85309,129.522,10.0
2647.81,5152.0,0.2293,2.59372,152.081,10.0
2665.31,5175.0,0.128193,2.35793,171.258,10.0
2638.5,5164.0,0.0400769,2.35793,173.37,10.0
2610.91,5151.0,0.211212,2.85309,128.811,10.0
2606.8,5117.68,0.395288,2.85309,138.909,10.0
2611.8,5096.55,0.46147,2.85309,128.057,10.0
2550.72,5102.21,0.513054,2.85309,125.785,10.0
2573.93,5093.16,0.516005,2.85309,123.925,10.0
2591.06,5088.04,0.516045,2.85309,122.678,10.0
2524.91,5123.5,0.490629,2.85309,130.187,10.0
2529.0,5099.19,0.538969,2.85309,123.784,10.0
2671.19,5156.0,0.126418,2.35793,171.543,10.0
2627.88,5150.09,0.28017,2.59372,145.754,10.0
2643.19,5152.5,0.00657608,1.0,205.479,10.0
2657.05,5135.52,0.232053,2.59372,152.543,10.0
2617.81,5136.0,0.200501,2.85309,120.541,10.0
2622.59,5117.0,0.370775,2.85309,141.432,10.0
2616.43,5079.12,0.534127,3.1384,117.535,10.0
2601.41,5075.47,0.559248,3.1384,116.539,10.0
2545.26,5084.53,0.567378,3.1384,119.59,10.0
2561.79,5082.69,0.561256,3.1384,119.383,10.0
2580.59,5071.67,0.585015,3.1384,115.613,10.0
2506.91,5115.0,0.523908,2.85309,126.836,10.0
2511.29,5087.94,0.581241,3.1384,119.731,10.0
2527.35,5070.7,0.616734,3.1384,115.428,10.0
2677.09,5137.0,0.12326,2.35793,171.156,10.0
2634.81,5134.0,0.316246,2.85309,143.341,10.0
2625.0,5120.5,0.135671,3.1384,88.5736,10.0
2631.27,5100.75,0.418642,2.85309,131.799,10.0
2629.18,5086.26,0.473538,2.85309,124.608,10.0
2599.6,5059.89,0.638249,3.1384,108.463,10.0
2630.06,5071.2,0.60186,3.45224,107.826,10.0
2615.33,5065.56,0.618645,3.1384,108.42,10.0
2537.04,5054.68,0.653652,3.1384,111.643,10.0
2554.73,5062.47,0.625912,3.1384,113.253,10.0
2576.53,5051.78,0.664823,3.1384,108.083,10.0
2562.0,5045.91,0.681216,3.1384,107.777,10.0
2592.46,5038.92,0.684957,3.1384,105.179,10.0
2490.68,5090.17,0.588466,3.1384,119.798,10.0
2502.5,5064.65,0.641483,3.1384,114.149,10.0
2666.86,5121.61,0.227894,2.59372,151.617,10.0
2644.5,5112.5,0.350121,2.85309,141.193,10.0
2648.29,5091.42,0.422635,2.85309,128.866,10.0
2643.96,5070.77,0.607559,3.45224,105.433,10.0
2614.91,5046.01,0.661845,3.1384,104.672,10.0
2631.03,5054.83,0.636131,3.1384,104.086,10.0
2605.15,5025.92,0.727856,3.1384,100.324,10.0
2521.17,5043.57,0.686867,3.1384,109.425,10.0
2509.04,5022.1,0.730833,3.1384,106.268,10.0
2546.58,5038.88,0.697414,3.1384,107.43,10.0
2586.09,5020.4,0.736503,3.1384,101.44,10.0
2570.17,5030.5,0.707648,3.1384,105.147,10.0
2478.01,5063.11,0.655436,3.1384,113.787,10.0
2492.73,5039.19,0.702577,3.1384,109.103,10.0
2683.0,5117.5,0.120092,2.35793,170.757,10.0
2667.28,5096.55,0.339814,2.85309,139.805,10.0
2658.98,5062.08,0.642749,3.45224,96.2978,10.0
2663.85,5078.14,0.594208,3.45224,102.98,10.0
2631.99,5038.47,0.699018,3.1384,98.235,10.0
2642.67,5033.26,0.727782,3.1384,93.7434,10.0
2621.0,5030.06,0.725008,3.1384,98.5035,10.0
2647.99,5049.63,0.668716,3.45224,96.5452,10.0
2616.39,5014.57,0.777167,3.1384,95.3585,10.0
2619.42,5004.09,0.81102,3.1384,92.9484,10.0
2596.61,5009.24,0.77614,3.1384,97.469,10.0
2551.57,5015.01,0.740523,3.1384,103.627,10.0
2529.77,5018.71,0.734839,3.1384,105.165,10.0
2573.02,5004.76,0.772534,3.1384,99.5512,10.0
2464.99,5036.22,0.713811,3.1384,109.067,10.0
2509.85,4999.47,0.767842,3.1384,103.275,10.0
2688.91,5098.5,0.117219,2.35793,170.458,10.0
2680.34,5081.05,0.57996,3.45224,100.278,10.0
2674.38,5063.97,0.662805,3.45224,89.2488,10.0
2656.11,5034.3,0.740916,3.45224,89.8453,10.0
2632.83,5024.12,0.757427,3.1384,94.3345,10.0
2664.72,5047.91,0.703913,3.45224,88.5664,10.0
2627.37,4996.95,0.834244,3.1384,90.98,10.0
2633.63,5010.49,0.803656,3.1384,91.743,10.0
2682.57,5048.9,0.740765,3.45224,79.4683,10.0
2696.45,5049.27,0.76186,3.45224,72.834,10.0
2606.08,4998.09,0.817525,3.1384,93.8226,10.0
2598.84,4973.51,0.867854,3.1384,91.3762,10.0
2589.18,4990.49,0.825919,3.1384,94.5063,10.0
2536.63,4997.89,0.774841,3.1384,101.491,10.0
2553.16,4993.75,0.792196,3.1384,99.1245,10.0
2571.07,4982.34,0.83314,3.1384,95.0238,10.0
2485.2,5012.68,0.748806,3.1384,105.64,10.0
2451.87,5009.38,0.757288,3.1384,105.928,10.0
2489.65,4991.48,0.779332,3.1384,103.035,10.0
2521.85,4978.07,0.810179,3.1384,99.2017,10.0
2694.41,5082.5,0.57174,3.45224,96.5036,10.0
2693.19,5066.65,0.717901,3.45224,76.8751,10.0
2718.47,5047.74,0.68771,3.45224,66.3304,10.0
2707.95,5054.29,0.757329,3.45224,66.7804,10.0
2645.92,5020.49,0.780225,3.1384,91.0513,10.0
2674.87,5031.44,0.772485,3.45224,83.243,10.0
2645.97,5000.9,0.841414,3.1384,88.5889,10.0
2690.26,5019.39,0.773329,3.1384,84.9266,10.0
2692.08,5035.94,0.761072,3.45224,77.6905,10.0
2729.92,5048.75,0.626184,3.45224,61.2233,10.0
2706.46,5040.58,0.7265,3.45224,72.7738,10.0
2606.35,4982.96,0.854609,3.1384,91.7442,10.0
2621.81,4983.45,0.863407,3.1384,90.2563,10.0
2582.79,4967.7,0.86716,3.1384,92.2484,10.0
2540.52,4980.72,0.815099,3.1384,97.9534,10.0
2553.58,4974.47,0.839103,3.1384,95.4119,10.0
2589.65,4952.32,0.89641,3.1384,89.9952,10.0
2600.01,4959.17,0.891105,3.1384,89.9789,10.0
2438.76,4982.54,0.790006,3.1384,103.479,10.0
2471.53,4988.93,0.782308,3.1384,103.307,10.0
2496.8,4975.37,0.806708,3.1384,100.365,10.0
2510.52,4960.27,0.840507,3.1384,97.0256,10.0
2697.09,5105.0,0.953318,3.45224,72.5875,10.0
2709.82,5069.31,0.808611,3.45224,65.5075,10.0
2739.12,5058.75,0.631331,3.45224,56.6002,10.0
2723.53,5060.97,0.728754,3.45224,61.7996,10.0
2662.19,5013.57,0.809872,3.1384,87.2219,10.0
2677.78,5014.49,0.796386,3.1384,86.5061,10.0
2637.32,4984.65,0.87,3.1384,88.9226,10.0
2649.59,4985.25,0.866425,3.1384,88.7865,10.0
2709.85,4996.77,0.819906,3.1384,92.7539,10.0
2704.8,5024.56,0.725306,3.1384,83.3936,10.0
2774.91,5055.0,0.0213652,2.35793,275.061,10.0
2749.8,5056.95,0.532787,3.45224,51.272,10.0
2743.9,5046.75,0.510174,3.45224,57.04,10.0
2735.41,5038.26,0.53285,3.45224,66.4043,10.0
2746.28,5034.06,0.379586,4.1772,78.4686,10.0
2721.32,5033.11,0.643654,3.45224,77.9202,10.0
2614.81,4967.11,0.888659,3.1384,89.4995,10.0
2631.47,4969.08,0.891729,3.1384,88.7202,10.0
2575.64,4952.89,0.887496,3.1384,91.1133,10.0
2558.82,4959.29,0.867649,3.1384,93.1416,10.0
2536.07,4959.56,0.857474,3.1384,94.7138,10.0
2550.62,4945.23,0.884616,3.1384,92.1312,10.0
2583.24,4939.9,0.911975,3.1384,89.1932,10.0
2613.67,4948.59,0.913344,3.45224,88.3291,10.0
2599.65,4943.83,0.913766,3.1384,88.6786,10.0
2424.53,4956.33,0.820771,3.1384,101.012,10.0
2450.85,4952.95,0.828676,3.1384,99.623,10.0
2468.38,4962.6,0.819419,3.1384,99.9817,10.0
2494.27,4945.84,0.854266,3.1384,96.2933,10.0
2517.12,4940.36,0.874715,3.1384,93.9033,10.0
2691.69,5122.5,0.986408,3.45224,75.8081,10.0
2707.61,5119.23,0.995757,3.45224,75.3411,10.0
2703.41,5086.5,0.893686,3.45224,68.9691,10.0
2711.56,5104.48,0.9602,3.45224,72.5546,10.0
2721.0,5078.15,0.830303,3.45224,64.9055,10.0
2775.81,5066.0,0.0398229,2.35793,359.931,10.0
2761.33,5064.03,0.507861,3.45224,48.2665,10.0
2748.11,5067.2,0.660182,3.45224,56.0312,10.0
2737.26,5074.04,0.773967,3.45224,60.7787,10.0
2408.55,4931.09,0.847017,3.1384,98.99,10.0
2659.75,4993.6,0.848556,3.1384,88.8991,10.0
2674.94,4999.74,0.832971,3.1384,88.5638,10.0
2688.39,5003.28,0.814518,3.1384,89.13,10.0
2704.36,5007.85,0.778587,3.1384,91.036,10.0
2645.18,4971.33,0.888525,3.1384,88.6606,10.0
2659.77,4975.75,0.880455,3.1384,88.9481,10.0
2713.01,4984.81,0.869955,3.45224,90.5143,10.0
2716.37,5016.75,0.686723,3.1384,92.0476,10.0
2728.13,5017.04,0.628317,3.1384,99.0724,10.0
2759.22,5045.89,0.304039,4.1772,55.818,10.0
2773.0,5040.0,0.0226944,2.35793,315.558,10.0
2771.5,5027.0,0.0235962,2.35793,329.143,10.0
2734.92,5027.83,0.539173,3.1384,93.09,10.0
2626.44,4952.77,0.913733,3.45224,87.8672,10.0
2625.08,4936.63,0.931707,3.45224,86.9767,10.0
2641.85,4954.81,0.914122,3.45224,87.638,10.0
2563.69,4945.23,0.891081,3.1384,91.233,10.0
2537.62,4936.2,0.889242,3.1384,92.136,10.0
2568.68,4930.76,0.9159,3.1384,89.2605,10.0
2583.75,4924.49,0.930488,3.45224,87.9202,10.0
2597.44,4927.91,0.931922,3.45224,87.5009,10.0
2611.68,4933.24,0.931486,3.45224,87.2637,10.0
2438.41,4926.82,0.858943,3.1384,97.2757,10.0
2470.66,4933.35,0.861225,3.1384,96.2384,10.0
2524.52,4921.96,0.901071,3.1384,91.5358,10.0
2479.04,4910.52,0.891055,3.1384,93.3477,10.0
2499.52,4921.49,0.889339,3.1384,93.1119,10.0
2698.81,5135.0,1.00049,3.45224,76.9707,10.0
2716.68,5133.02,1.01221,3.45224,76.6397,10.0
2724.95,5114.25,0.996993,3.45224,74.7096,10.0
2721.11,5095.16,0.937357,3.45224,70.5305,10.0
2731.27,5086.6,0.883451,3.45224,67.1877,10.0
2744.44,5088.6,0.887536,3.45224,67.095,10.0
2767.02,5073.86,0.595301,3.45224,48.6639,10.0
2757.51,5088.21,0.881963,3.45224,66.9373,10.0
2777.0,5076.5,0.571852,3.45224,46.7654,10.0
2754.11,5078.08,0.763731,3.45224,59.3818,10.0
2419.59,4909.68,0.870383,3.1384,96.4995,10.0
2394.08,4904.96,0.867047,3.1384,97.2985,10.0
2673.4,4983.07,0.868785,3.1384,89.2934,10.0
2686.89,4987.87,0.855313,3.1384,90.0338,10.0
2700.25,4993.0,0.837588,3.1384,91.25,10.0
2659.57,4957.88,0.911078,3.45224,87.7567,10.0
2673.81,4966.45,0.901969,3.45224,88.245,10.0
2710.22,4970.62,0.920936,3.45224,87.0901,10.0
2727.93,4985.4,0.878274,3.45224,90.5592,10.0
2736.64,5007.61,0.755776,3.1384,98.1763,10.0
2721.78,5001.42,0.79613,3.1384,94.7494,10.0
2760.31,5028.15,0.217844,2.59372,132.626,10.0
2744.32,5019.07,0.506928,3.1384,110.407,10.0
2623.59,4920.93,0.948371,3.45224,85.8268,10.0
2636.93,4924.65,0.951878,3.45224,85.4124,10.0
2638.18,4939.6,0.933613,3.45224,86.6077,10.0
2555.71,4925.63,0.913896,3.1384,89.7111,10.0
2561.43,4910.0,0.933592,3.45224,88.0801,10.0
2540.81,4919.02,0.913595,3.1384,90.1481,10.0
2574.19,4914.82,0.935901,3.45224,87.5994,10.0
2595.85,4912.5,0.946187,3.45224,86.4542,10.0
2595.58,4894.4,0.960006,3.45224,85.4093,10.0
2624.8,4907.24,0.960843,3.45224,84.8618,10.0
2610.47,4916.67,0.947519,3.45224,86.0772,10.0
2459.47,4907.68,0.886426,3.1384,94.2586,10.0
2530.3,4905.28,0.923841,3.45224,89.457,10.0
2514.14,4907.24,0.911706,3.1384,90.7963,10.0
2472.84,4894.06,0.905449,3.1384,92.2178,10.0
2495.59,4896.41,0.912349,3.1384,91.0617,10.0
2743.05,5138.28,1.03253,3.45224,78.2969,10.0
2723.73,5150.29,1.02626,3.45224,78.1737,10.0
2708.41,5152.5,1.02085,3.45224,77.9447,10.0
2734.48,5131.27,1.02118,3.45224,77.1985,10.0
2751.78,5098.75,0.988122,3.45224,73.5762,10.0
2737.53,5101.13,0.980593,3.45224,73.1068,10.0
2767.3,5083.54,0.822498,3.45224,63.811,10.0
2435.19,4896.65,0.888328,3.1384,94.4528,10.0
2381.99,4877.65,0.88688,3.1384,95.4175,10.0
2408.2,4885.78,0.888014,3.1384,94.8775,10.0
2688.28,4971.44,0.894156,3.45224,88.793,10.0
2686.32,4954.73,0.93717,3.45224,86.0846,10.0
2700.16,4977.24,0.884375,3.45224,89.4661,10.0
2674.77,4952.62,0.933578,3.45224,86.3348,10.0
2653.63,4941.68,0.936952,3.45224,86.2514,10.0
2722.01,4969.47,0.943792,3.45224,85.7305,10.0
2713.88,4959.01,0.955369,3.45224,84.8707,10.0
2731.3,4962.53,0.979718,3.45224,82.9683,10.0
2734.14,4972.93,0.961924,3.45224,84.3468,10.0
2749.06,5004.7,0.8063,3.1384,95.959,10.0
2739.06,4994.99,0.853309,3.45224,92.4538,10.0
2758.34,5015.93,0.451025,3.1384,118.759,10.0
2770.19,5018.0,0.164003,2.59372,160.202,10.0
2635.16,4913.32,0.962052,3.45224,84.6561,10.0
2650.43,4926.47,0.95705,3.45224,84.9453,10.0
2549.05,4904.44,0.933816,3.45224,88.3311,10.0
2563.61,4876.0,0.95913,3.45224,85.8681,10.0
2537.3,4888.85,0.942602,3.45224,87.791,10.0
2579.36,4899.86,0.950139,3.45224,86.4399,10.0
2608.76,4885.63,0.971437,3.45224,84.3073,10.0
2611.14,4899.23,0.961758,3.45224,84.9902,10.0
2450.85,4881.78,0.90802,3.1384,92.2624,10.0
2518.67,4891.21,0.931037,3.45224,89.0444,10.0
2478.38,4873.51,0.925828,3.45224,90.1732,10.0
2506.0,4876.13,0.936806,3.45224,88.6969,10.0
2733.07,5160.59,1.03357,3.45224,78.889,10.0
2734.37,5149.56,1.03279,3.45224,78.6318,10.0
2755.66,5140.06,1.03375,3.45224,78.4418,10.0
2715.81,5171.0,1.03103,3.45224,79.0137,10.0
2744.74,5114.4,1.01375,3.45224,76.1177,10.0
2762.76,5131.53,1.03331,3.45224,78.3099,10.0
2751.49,5127.26,1.03116,3.45224,78.044,10.0
2764.83,5096.44,1.00854,3.45224,75.3749,10.0
2758.5,5106.01,1.01603,3.45224,76.1779,10.0
2779.01,5091.58,1.02587,3.45224,77.3187,10.0
2425.47,4865.69,0.911929,3.45224,92.1654,10.0
2397.07,4856.53,0.908394,3.45224,92.9043,10.0
2665.37,4929.84,0.962007,3.45224,84.5227,10.0
2701.98,4958.81,0.941564,3.45224,85.7745,10.0
2667.08,4943.34,0.941787,3.45224,85.858,10.0
2723.25,4954.24,0.981948,3.45224,82.7876,10.0
2711.65,4946.8,0.978835,3.45224,83.0555,10.0
2737.22,4950.12,1.00042,3.45224,81.1358,10.0
2752.6,4958.12,1.00812,3.45224,80.3622,10.0
2763.17,4953.09,1.02467,3.45224,78.5128,10.0
2743.59,4966.22,0.990074,3.45224,82.0478,10.0
2745.88,4981.01,0.961485,3.45224,84.3216,10.0
