Xp,Yp,Hsig,RTpeak,Dir,Depth
378797.0,4.65759e+06,1.81718,8.14013,120.925,10.0
378814.0,4.65759e+06,1.80919,8.14013,120.705,10.0
378833.0,4.65758e+06,1.89753,8.14013,117.953,10.0
378759.0,4.65762e+06,1.6405,8.14013,125.815,10.0
378763.0,4.65759e+06,1.84146,8.14013,121.004,10.0
378779.0,4.65758e+06,1.97358,8.14013,117.784,10.0
378929.0,4.65764e+06,0.244519,3.45224,168.967,10.0
378887.0,4.65764e+06,0.891493,8.14013,140.771,10.0
378877.0,4.65763e+06,0.185221,8.14013,98.1455,10.0
378883.0,4.65761e+06,1.29764,8.14013,130.222,10.0
378881.0,4.65759e+06,1.5153,8.14013,124.678,10.0
378852.0,4.65756e+06,2.05323,8.14013,112.906,10.0
378882.0,4.65758e+06,1.90275,8.14013,112.092,10.0
378867.0,4.65757e+06,1.97901,8.14013,112.87,10.0
378789.0,4.65756e+06,2.0983,8.14013,114.906,10.0
378807.0,4.65757e+06,2.01973,8.14013,116.2,10.0
378829.0,4.65756e+06,2.13747,8.14013,112.546,10.0
378814.0,4.65755e+06,2.184,8.14013,112.22,10.0
378844.0,4.65754e+06,2.19726,8.14013,111.501,10.0
378743.0,4.6576e+06,1.85333,8.14013,120.982,10.0
378754.0,4.65757e+06,2.03647,8.14013,116.823,10.0
378919.0,4.65763e+06,0.627804,8.14013,145.214,10.0
378896.0,4.65762e+06,1.02423,8.14013,138.176,10.0
378900.0,4.6576e+06,1.32641,8.14013,127.765,10.0
378896.0,4.65758e+06,1.89423,8.14013,110.269,10.0
378867.0,4.65755e+06,2.12047,8.14013,111.789,10.0
378883.0,4.65756e+06,2.01094,8.14013,111.677,10.0
378857.0,4.65753e+06,2.30468,8.14013,109.187,10.0
378773.0,4.65755e+06,2.1932,8.14013,113.249,10.0
378761.0,4.65753e+06,2.31916,8.14013,111.005,10.0
378799.0,4.65754e+06,2.23375,8.14013,111.903,10.0
378838.0,4.65753e+06,2.33484,8.14013,109.318,10.0
378822.0,4.65754e+06,2.26462,8.14013,111.041,10.0
378730.0,4.65757e+06,2.06076,8.14013,116.532,10.0
378745.0,4.65754e+06,2.22231,8.14013,112.959,10.0
378935.0,4.65762e+06,0.244158,3.45224,168.925,10.0
378919.0,4.6576e+06,1.0328,8.14013,136.216,10.0
378911.0,4.65757e+06,1.91961,8.14013,107.021,10.0
378916.0,4.65758e+06,1.80352,8.14013,106.827,10.0
378884.0,4.65754e+06,2.18229,8.14013,109.218,10.0
378895.0,4.65754e+06,2.22783,8.14013,107.493,10.0
378873.0,4.65754e+06,2.28132,8.14013,108.726,10.0
378900.0,4.65755e+06,2.04165,8.14013,108.744,10.0
378868.0,4.65752e+06,2.42201,8.14013,106.482,10.0
378871.0,4.65751e+06,2.51214,8.14013,104.781,10.0
378849.0,4.65751e+06,2.43639,8.14013,107.024,10.0
378804.0,4.65752e+06,2.35959,8.14013,109.75,10.0
378782.0,4.65752e+06,2.34082,8.14013,110.388,10.0
378825.0,4.65751e+06,2.43543,8.14013,107.773,10.0
378717.0,4.65754e+06,2.23589,8.14013,112.898,10.0
378762.0,4.6575e+06,2.42635,8.14013,108.972,10.0
378941.0,4.6576e+06,0.243835,3.45224,168.892,10.0
378932.0,4.65759e+06,1.72158,8.14013,102.714,10.0
378926.0,4.65757e+06,1.88584,8.14013,102.044,10.0
378908.0,4.65754e+06,2.22217,8.14013,105.915,10.0
378885.0,4.65753e+06,2.34718,8.14013,106.852,10.0
378917.0,4.65755e+06,2.05503,8.14013,104.943,10.0
378879.0,4.6575e+06,2.57313,8.14013,103.612,10.0
378886.0,4.65752e+06,2.47509,8.14013,104.766,10.0
378935.0,4.65755e+06,2.03384,8.14013,99.3981,10.0
378948.0,4.65755e+06,1.97909,8.14013,94.4458,10.0
378858.0,4.6575e+06,2.53928,8.14013,104.76,10.0
378851.0,4.65748e+06,2.69677,8.14013,102.127,10.0
378841.0,4.6575e+06,2.57238,8.14013,104.634,10.0
378789.0,4.6575e+06,2.44967,8.14013,108.166,10.0
378805.0,4.6575e+06,2.49228,8.14013,106.953,10.0
378823.0,4.65749e+06,2.59287,8.14013,104.537,10.0
378737.0,4.65752e+06,2.35988,8.14013,110.4,10.0
378704.0,4.65751e+06,2.36016,8.14013,110.537,10.0
378742.0,4.6575e+06,2.44954,8.14013,108.611,10.0
378774.0,4.65748e+06,2.54238,8.14013,106.341,10.0
378946.0,4.65759e+06,1.66784,8.14013,97.4277,10.0
378945.0,4.65757e+06,1.8674,8.14013,90.1611,10.0
378970.0,4.65755e+06,1.66731,8.14013,90.0857,10.0
378960.0,4.65756e+06,1.8367,8.14013,85.488,10.0
378898.0,4.65753e+06,2.38783,8.14013,105.412,10.0
378927.0,4.65754e+06,2.24389,8.14013,103.475,10.0
378898.0,4.65751e+06,2.57167,8.14013,102.937,10.0
378942.0,4.65752e+06,2.31911,8.14013,105.199,10.0
378944.0,4.65754e+06,2.11555,8.14013,101.658,10.0
378982.0,4.65755e+06,1.40665,8.14013,81.1689,10.0
378958.0,4.65755e+06,1.91788,8.14013,99.2238,10.0
378858.0,4.65749e+06,2.65113,8.14013,102.887,10.0
378874.0,4.65749e+06,2.67052,8.14013,102.217,10.0
378835.0,4.65747e+06,2.69952,8.14013,102.299,10.0
378793.0,4.65749e+06,2.554,8.14013,105.843,10.0
378806.0,4.65748e+06,2.61031,8.14013,104.412,10.0
378842.0,4.65746e+06,2.77814,8.14013,100.595,10.0
378852.0,4.65746e+06,2.76785,8.14013,100.746,10.0
378691.0,4.65749e+06,2.4574,8.14013,108.641,10.0
378724.0,4.65749e+06,2.45045,8.14013,108.692,10.0
378749.0,4.65748e+06,2.52858,8.14013,106.875,10.0
378763.0,4.65747e+06,2.62231,8.14013,104.72,10.0
378949.0,4.65761e+06,2.52186,8.14013,81.5849,10.0
378962.0,4.65757e+06,1.91747,8.14013,75.7383,10.0
378991.0,4.65756e+06,1.33951,8.14013,65.6734,10.0
378976.0,4.65757e+06,1.64898,8.14013,73.0844,10.0
378914.0,4.65752e+06,2.45055,8.14013,103.95,10.0
378930.0,4.65752e+06,2.41299,8.14013,104.508,10.0
378889.0,4.65749e+06,2.68427,8.14013,101.738,10.0
378902.0,4.65749e+06,2.68446,8.14013,101.809,10.0
378962.0,4.6575e+06,2.65615,8.14013,103.656,10.0
378957.0,4.65753e+06,2.1445,8.14013,106.786,10.0
379027.0,4.65756e+06,0.0256266,3.79746,199.529,10.0
379002.0,4.65756e+06,1.06124,8.14013,57.9639,10.0
378996.0,4.65755e+06,1.07901,8.14013,77.8064,10.0
378987.0,4.65754e+06,1.25834,8.14013,98.497,10.0
378998.0,4.65754e+06,0.918588,8.14013,117.644,10.0
378973.0,4.65754e+06,1.78121,8.14013,107.194,10.0
378867.0,4.65747e+06,2.75866,8.14013,100.823,10.0
378883.0,4.65747e+06,2.76882,8.14013,100.556,10.0
378828.0,4.65746e+06,2.75391,8.14013,101.233,10.0
378811.0,4.65746e+06,2.69693,8.14013,102.618,10.0
378788.0,4.65746e+06,2.66538,8.14013,103.504,10.0
378803.0,4.65745e+06,2.74653,8.14013,101.579,10.0
378835.0,4.65744e+06,2.81954,8.14013,99.7678,10.0
378866.0,4.65745e+06,2.8309,8.14013,99.449,10.0
378852.0,4.65745e+06,2.82769,8.14013,99.5491,10.0
378677.0,4.65746e+06,2.54187,8.14013,106.815,10.0
378703.0,4.65746e+06,2.57453,8.14013,106.006,10.0
378720.0,4.65747e+06,2.5559,8.14013,106.383,10.0
378746.0,4.65745e+06,2.65719,8.14013,103.98,10.0
378769.0,4.65745e+06,2.71152,8.14013,102.567,10.0
378944.0,4.65763e+06,2.72147,8.14013,85.304,10.0
378960.0,4.65762e+06,2.74678,8.14013,85.4898,10.0
378955.0,4.65759e+06,2.223,8.14013,77.4199,10.0
378964.0,4.65761e+06,2.54642,8.14013,81.6702,10.0
378973.0,4.65758e+06,1.96925,8.14013,72.4577,10.0
379028.0,4.65757e+06,0.0384789,3.79746,341.986,10.0
379013.0,4.65757e+06,0.997581,8.14013,52.5064,10.0
379000.0,4.65757e+06,1.41437,8.14013,61.6996,10.0
378989.0,4.65758e+06,1.75544,8.14013,66.8812,10.0
378661.0,4.65744e+06,2.61364,8.14013,105.205,10.0
378912.0,4.6575e+06,2.62962,8.14013,102.663,10.0
378927.0,4.6575e+06,2.58547,8.14013,103.355,10.0
378940.0,4.65751e+06,2.54294,8.14013,104.221,10.0
378956.0,4.65751e+06,2.47068,8.14013,105.878,10.0
378897.0,4.65748e+06,2.76741,8.14013,100.654,10.0
378912.0,4.65748e+06,2.75805,8.14013,100.965,10.0
378965.0,4.65749e+06,2.79166,8.14013,101.019,10.0
378968.0,4.65752e+06,2.17327,8.14013,110.166,10.0
378980.0,4.65752e+06,2.06981,8.14013,113.395,10.0
379011.0,4.65755e+06,0.602235,8.14013,80.9211,10.0
379025.0,4.65754e+06,0.0262007,3.79746,200.574,10.0
379024.0,4.65753e+06,0.0265273,3.79746,201.315,10.0
378987.0,4.65753e+06,1.62753,8.14013,116.065,10.0
378878.0,4.65746e+06,2.8317,8.14013,99.4163,10.0
378877.0,4.65744e+06,2.88211,8.14013,98.3877,10.0
378894.0,4.65746e+06,2.84005,8.14013,99.3287,10.0
378816.0,4.65745e+06,2.76788,8.14013,100.999,10.0
378790.0,4.65744e+06,2.75926,8.14013,101.342,10.0
378821.0,4.65744e+06,2.82552,8.14013,99.6847,10.0
378836.0,4.65743e+06,2.86567,8.14013,98.7591,10.0
378849.0,4.65743e+06,2.87278,8.14013,98.5841,10.0
378864.0,4.65744e+06,2.87662,8.14013,98.4942,10.0
378690.0,4.65743e+06,2.65522,8.14013,104.188,10.0
378723.0,4.65744e+06,2.67146,8.14013,103.713,10.0
378777.0,4.65743e+06,2.78553,8.14013,100.79,10.0
378731.0,4.65742e+06,2.75491,8.14013,101.674,10.0
378752.0,4.65743e+06,2.75127,8.14013,101.721,10.0
378951.0,4.65764e+06,2.815,8.14013,87.4057,10.0
378969.0,4.65764e+06,2.87847,8.14013,88.5837,10.0
378977.0,4.65762e+06,2.76798,8.14013,85.6494,10.0
378973.0,4.6576e+06,2.42652,8.14013,79.1279,10.0
378983.0,4.65759e+06,2.19624,8.14013,74.8825,10.0
378996.0,4.65759e+06,2.24355,8.14013,75.3542,10.0
379019.0,4.65758e+06,1.20221,8.14013,51.2998,10.0
379010.0,4.65759e+06,2.25845,8.14013,76.1436,10.0
379029.0,4.65758e+06,1.13341,8.14013,48.5598,10.0
379006.0,4.65758e+06,1.7462,8.14013,65.3309,10.0
378672.0,4.65741e+06,2.68372,8.14013,103.52,10.0
378646.0,4.65741e+06,2.67082,8.14013,103.854,10.0
378925.0,4.65749e+06,2.73266,8.14013,101.512,10.0
378939.0,4.65749e+06,2.71205,8.14013,102.094,10.0
378952.0,4.6575e+06,2.6854,8.14013,102.87,10.0
378912.0,4.65746e+06,2.84642,8.14013,99.3402,10.0
378926.0,4.65747e+06,2.83147,8.14013,99.7359,10.0
378962.0,4.65748e+06,2.89409,8.14013,98.4729,10.0
378980.0,4.65749e+06,2.83129,8.14013,100.285,10.0
378989.0,4.65751e+06,2.55414,8.14013,106.236,10.0
378974.0,4.65751e+06,2.62231,8.14013,104.637,10.0
379012.0,4.65753e+06,0.506365,8.14013,149.909,10.0
378996.0,4.65752e+06,1.73699,8.14013,118.942,10.0
378876.0,4.65743e+06,2.92253,8.14013,97.4681,10.0
378889.0,4.65743e+06,2.93038,8.14013,97.311,10.0
378890.0,4.65744e+06,2.88775,8.14013,98.3039,10.0
378808.0,4.65743e+06,2.82214,8.14013,99.8183,10.0
378813.0,4.65742e+06,2.87273,8.14013,98.6198,10.0
378793.0,4.65742e+06,2.818,8.14013,99.9697,10.0
378826.0,4.65742e+06,2.87724,8.14013,98.4914,10.0
378848.0,4.65742e+06,2.90956,8.14013,97.7441,10.0
378848.0,4.6574e+06,2.9429,8.14013,96.9434,10.0
378877.0,4.65741e+06,2.95212,8.14013,96.7521,10.0
378862.0,4.65742e+06,2.91756,8.14013,97.5673,10.0
378711.0,4.65741e+06,2.73901,8.14013,102.114,10.0
378782.0,4.65741e+06,2.8407,8.14013,99.441,10.0
378766.0,4.65741e+06,2.81368,8.14013,100.142,10.0
378725.0,4.6574e+06,2.7917,8.14013,100.78,10.0
378748.0,4.6574e+06,2.81464,8.14013,100.159,10.0
378995.0,4.65764e+06,3.02782,8.14013,92.3845,10.0
378976.0,4.65766e+06,2.98713,8.14013,91.423,10.0
378960.0,4.65766e+06,2.93755,8.14013,90.2906,10.0
