WKT,element
"POLYGON ((50.505 5.0 100.051,60.606 2.5 100.061,60.606 5.0 100.061,50.505 5.0 100.051))",44
"POLYGON ((50.505 5.0 100.051,60.606 5.0 100.061,50.505 7.5 100.051,50.505 5.0 100.051))",45
"POLYGON ((50.505 7.5 100.051,60.606 5.0 100.061,60.606 7.5 100.061,50.505 7.5 100.051))",46
"POLYGON ((50.505 7.5 100.051,60.606 7.5 100.061,50.505 10.0 100.051,50.505 7.5 100.051))",47
"POLYGON ((50.505 10.0 100.051,60.606 7.5 100.061,60.606 10.0 100.061,50.505 10.0 100.051))",48
"POLYGON ((60.606 0.0 100.061,70.707 0.0 100.071,60.606 2.5 100.061,60.606 0.0 100.061))",49
"POLYGON ((60.606 2.5 100.061,70.707 0.0 100.071,70.707 2.5 100.071,60.606 2.5 100.061))",50
"POLYGON ((60.606 2.5 100.061,70.707 2.5 100.071,60.606 5.0 100.061,60.606 2.5 100.061))",51
"POLYGON ((60.606 5.0 100.061,70.707 2.5 100.071,70.707 5.0 100.071,60.606 5.0 100.061))",52
"POLYGON ((60.606 5.0 100.061,70.707 5.0 100.071,60.606 7.5 100.061,60.606 5.0 100.061))",53
"POLYGON ((60.606 7.5 100.061,70.707 5.0 100.071,70.707 7.5 100.071,60.606 7.5 100.061))",54
"POLYGON ((60.606 7.5 100.061,70.707 7.5 100.071,60.606 10.0 100.061,60.606 7.5 100.061))",55
"POLYGON ((60.606 10.0 100.061,70.707 7.5 100.071,70.707 10.0 100.071,60.606 10.0 100.061))",56
"POLYGON ((70.707 0.0 100.071,80.808 0.0 100.081,70.707 2.5 100.071,70.707 0.0 100.071))",57
"POLYGON ((70.707 2.5 100.071,80.808 0.0 100.081,80.808 2.5 100.081,70.707 2.5 100.071))",58
"POLYGON ((70.707 2.5 100.071,80.808 2.5 100.081,70.707 5.0 100.071,70.707 2.5 100.071))",59
"POLYGON ((70.707 5.0 100.071,80.808 2.5 100.081,80.808 5.0 100.081,70.707 5.0 100.071))",60
"POLYGON ((70.707 5.0 100.071,80.808 5.0 100.081,70.707 7.5 100.071,70.707 5.0 100.071))",61
"POLYGON ((70.707 7.5 100.071,80.808 5.0 100.081,80.808 7.5 100.081,70.707 7.5 100.071))",62
"POLYGON ((70.707 7.5 100.071,80.808 7.5 100.081,70.707 10.0 100.071,70.707 7.5 100.071))",63
"POLYGON ((70.707 10.0 100.071,80.808 7.5 100.081,80.808 10.0 100.081,70.707 10.0 100.071))",64
"POLYGON ((80.808 0.0 100.081,90.909 0.0 100.091,80.808 2.5 100.081,80.808 0.0 100.081))",65
"POLYGON ((80.808 2.5 100.081,90.909 0.0 100.091,90.909 2.5 100.091,80.808 2.5 100.081))",66
"POLYGON ((80.808 2.5 100.081,90.909 2.5 100.091,80.808 5.0 100.081,80.808 2.5 100.081))",67
"POLYGON ((80.808 5.0 100.081,90.909 2.5 100.091,90.909 5.0 100.091,80.808 5.0 100.081))",68
"POLYGON ((80.808 5.0 100.081,90.909 5.0 100.091,80.808 7.5 100.081,80.808 5.0 100.081))",69
"POLYGON ((80.808 7.5 100.081,90.909 5.0 100.091,90.909 7.5 100.091,80.808 7.5 100.081))",70
"POLYGON ((80.808 7.5 100.081,90.909 7.5 100.091,80.808 10.0 100.081,80.808 7.5 100.081))",71
"POLYGON ((80.808 10.0 100.081,90.909 7.5 100.091,90.909 10.0 100.091,80.808 10.0 100.081))",72
"POLYGON ((90.909 0.0 100.091,101.01 0.0 100.101,90.909 2.5 100.091,90.909 0.0 100.091))",73
"POLYGON ((90.909 2.5 100.091,101.01 0.0 100.101,101.01 2.5 100.101,90.909 2.5 100.091))",74
"POLYGON ((90.909 2.5 100.091,101.01 2.5 100.101,90.909 5.0 100.091,90.909 2.5 100.091))",75
"POLYGON ((90.909 5.0 100.091,101.01 2.5 100.101,101.01 5.0 100.101,90.909 5.0 100.091))",76
"POLYGON ((90.909 5.0 100.091,101.01 5.0 100.101,90.909 7.5 100.091,90.909 5.0 100.091))",77
"POLYGON ((90.909 7.5 100.091,101.01 5.0 100.101,101.01 7.5 100.101,90.909 7.5 100.091))",78
"POLYGON ((90.909 7.5 100.091,101.01 7.5 100.101,90.909 10.0 100.091,90.909 7.5 100.091))",79
"POLYGON ((90.909 10.0 100.091,101.01 7.5 100.101,101.01 10.0 100.101,90.909 10.0 100.091))",80
"POLYGON ((101.01 0.0 100.101,111.111 0.0 100.111,101.01 2.5 100.101,101.01 0.0 100.101))",81
"POLYGON ((101.01 2.5 100.101,111.111 0.0 100.111,111.111 2.5 100.111,101.01 2.5 100.101))",82
"POLYGON ((101.01 2.5 100.101,111.111 2.5 100.111,101.01 5.0 100.101,101.01 2.5 100.101))",83
"POLYGON ((101.01 5.0 100.101,111.111 2.5 100.111,111.111 5.0 100.111,101.01 5.0 100.101))",84
"POLYGON ((101.01 5.0 100.101,111.111 5.0 100.111,101.01 7.5 100.101,101.01 5.0 100.101))",85
"POLYGON ((101.01 7.5 100.101,111.111 5.0 100.111,111.111 7.5 100.111,101.01 7.5 100.101))",86
"POLYGON ((101.01 7.5 100.101,111.111 7.5 100.111,101.01 10.0 100.101,101.01 7.5 100.101))",87
"POLYGON ((101.01 10.0 100.101,111.111 7.5 100.111,111.111 10.0 100.111,101.01 10.0 100.101))",88
"POLYGON ((111.111 0.0 100.111,121.212 0.0 100.121,111.111 2.5 100.111,111.111 0.0 100.111))",89
"POLYGON ((111.111 2.5 100.111,121.212 0.0 100.121,121.212 2.5 100.121,111.111 2.5 100.111))",90
"POLYGON ((111.111 2.5 100.111,121.212 2.5 100.121,111.111 5.0 100.111,111.111 2.5 100.111))",91
"POLYGON ((111.111 5.0 100.111,121.212 2.5 100.121,121.212 5.0 100.121,111.111 5.0 100.111))",92
"POLYGON ((111.111 5.0 100.111,121.212 5.0 100.121,111.111 7.5 100.111,111.111 5.0 100.111))",93
"POLYGON ((111.111 7.5 100.111,121.212 5.0 100.121,121.212 7.5 100.121,111.111 7.5 100.111))",94
"POLYGON ((111.111 7.5 100.111,121.212 7.5 100.121,111.111 10.0 100.111,111.111 7.5 100.111))",95
"POLYGON ((111.111 10.0 100.111,121.212 7.5 100.121,121.212 10.0 100.121,111.111 10.0 100.111))",96
"POLYGON ((121.212 0.0 100.121,131.313 0.0 100.131,121.212 2.5 100.121,121.212 0.0 100.121))",97
"POLYGON ((121.212 2.5 100.121,131.313 0.0 100.131,131.313 2.5 100.131,121.212 2.5 100.121))",98
"POLYGON ((121.212 2.5 100.121,131.313 2.5 100.131,121.212 5.0 100.121,121.212 2.5 100.121))",99
"POLYGON ((121.212 5.0 100.121,131.313 2.5 100.131,131.313 5.0 100.131,121.212 5.0 100.121))",100
"POLYGON ((121.212 5.0 100.121,131.313 5.0 100.131,121.212 7.5 100.121,121.212 5.0 100.121))",101
"POLYGON ((121.212 7.5 100.121,131.313 5.0 100.131,131.313 7.5 100.131,121.212 7.5 100.121))",102
"POLYGON ((121.212 7.5 100.121,131.313 7.5 100.131,121.212 10.0 100.121,121.212 7.5 100.121))",103
"POLYGON ((121.212 10.0 100.121,131.313 7.5 100.131,131.313 10.0 100.131,121.212 10.0 100.121))",104
"POLYGON ((131.313 0.0 100.131,141.414 0.0 100.141,131.313 2.5 100.131,131.313 0.0 100.131))",105
"POLYGON ((131.313 2.5 100.131,141.414 0.0 100.141,141.414 2.5 100.141,131.313 2.5 100.131))",106
"POLYGON ((131.313 2.5 100.131,141.414 2.5 100.141,131.313 5.0 100.131,131.313 2.5 100.131))",107
"POLYGON ((131.313 5.0 100.131,141.414 2.5 100.141,141.414 5.0 100.141,131.313 5.0 100.131))",108
"POLYGON ((131.313 5.0 100.131,141.414 5.0 100.141,131.313 7.5 100.131,131.313 5.0 100.131))",109
"POLYGON ((131.313 7.5 100.131,141.414 5.0 100.141,141.414 7.5 100.141,131.313 7.5 100.131))",110
"POLYGON ((131.313 7.5 100.131,141.414 7.5 100.141,131.313 10.0 100.131,131.313 7.5 100.131))",111
"POLYGON ((131.313 10.0 100.131,141.414 7.5 100.141,141.414 10.0 100.141,131.313 10.0 100.131))",112
"POLYGON ((141.414 0.0 100.141,151.515 0.0 100.152,141.414 2.5 100.141,141.414 0.0 100.141))",113
"POLYGON ((141.414 2.5 100.141,151.515 0.0 100.152,151.515 2.5 100.152,141.414 2.5 100.141))",114
"POLYGON ((141.414 2.5 100.141,151.515 2.5 100.152,141.414 5.0 100.141,141.414 2.5 100.141))",115
"POLYGON ((141.414 5.0 100.141,151.515 2.5 100.152,151.515 5.0 100.152,141.414 5.0 100.141))",116
"POLYGON ((141.414 5.0 100.141,151.515 5.0 100.152,141.414 7.5 100.141,141.414 5.0 100.141))",117
"POLYGON ((141.414 7.5 100.141,151.515 5.0 100.152,151.515 7.5 100.152,141.414 7.5 100.141))",118
"POLYGON ((141.414 7.5 100.141,151.515 7.5 100.152,141.414 10.0 100.141,141.414 7.5 100.141))",119
"POLYGON ((141.414 10.0 100.141,151.515 7.5 100.152,151.515 10.0 100.152,141.414 10.0 100.141))",120
"POLYGON ((151.515 0.0 100.152,161.616 0.0 100.162,151.515 2.5 100.152,151.515 0.0 100.152))",121
"POLYGON ((151.515 2.5 100.152,161.616 0.0 100.162,161.616 2.5 100.162,151.515 2.5 100.152))",122
"POLYGON ((151.515 2.5 100.152,161.616 2.5 100.162,151.515 5.0 100.152,151.515 2.5 100.152))",123
"POLYGON ((151.515 5.0 100.152,161.616 2.5 100.162,161.616 5.0 100.162,151.515 5.0 100.152))",124
"POLYGON ((151.515 5.0 100.152,161.616 5.0 100.162,151.515 7.5 100.152,151.515 5.0 100.152))",125
"POLYGON ((151.515 7.5 100.152,161.616 5.0 100.162,161.616 7.5 100.162,151.515 7.5 100.152))",126
"POLYGON ((151.515 7.5 100.152,161.616 7.5 100.162,151.515 10.0 100.152,151.515 7.5 100.152))",127
"POLYGON ((151.515 10.0 100.152,161.616 7.5 100.162,161.616 10.0 100.162,151.515 10.0 100.152))",128
"POLYGON ((161.616 0.0 100.162,171.717 0.0 100.172,161.616 2.5 100.162,161.616 0.0 100.162))",129
"POLYGON ((161.616 2.5 100.162,171.717 0.0 100.172,171.717 2.5 100.172,161.616 2.5 100.162))",130
"POLYGON ((161.616 2.5 100.162,171.717 2.5 100.172,161.616 5.0 100.162,161.616 2.5 100.162))",131
"POLYGON ((161.616 5.0 100.162,171.717 2.5 100.172,171.717 5.0 100.172,161.616 5.0 100.162))",132
"POLYGON ((161.616 5.0 100.162,171.717 5.0 100.172,161.616 7.5 100.162,161.616 5.0 100.162))",133
"POLYGON ((161.616 7.5 100.162,171.717 5.0 100.172,171.717 7.5 100.172,161.616 7.5 100.162))",134
"POLYGON ((161.616 7.5 100.162,171.717 7.5 100.172,161.616 10.0 100.162,161.616 7.5 100.162))",135
"POLYGON ((161.616 10.0 100.162,171.717 7.5 100.172,171.717 10.0 100.172,161.616 10.0 100.162))",136
"POLYGON ((171.717 0.0 100.172,181.818 0.0 100.182,171.717 2.5 100.172,171.717 0.0 100.172))",137
"POLYGON ((171.717 2.5 100.172,181.818 0.0 100.182,181.818 2.5 100.182,171.717 2.5 100.172))",138
"POLYGON ((171.717 2.5 100.172,181.818 2.5 100.182,171.717 5.0 100.172,171.717 2.5 100.172))",139
"POLYGON ((171.717 5.0 100.172,181.818 2.5 100.182,181.818 5.0 100.182,171.717 5.0 100.172))",140
"POLYGON ((171.717 5.0 100.172,181.818 5.0 100.182,171.717 7.5 100.172,171.717 5.0 100.172))",141
"POLYGON ((171.717 7.5 100.172,181.818 5.0 100.182,181.818 7.5 100.182,171.717 7.5 100.172))",142
"POLYGON ((171.717 7.5 100.172,181.818 7.5 100.182,171.717 10.0 100.172,171.717 7.5 100.172))",143
"POLYGON ((171.717 10.0 100.172,181.818 7.5 100.182,181.818 10.0 100.182,171.717 10.0 100.172))",144
"POLYGON ((181.818 0.0 100.182,191.919 0.0 100.192,181.818 2.5 100.182,181.818 0.0 100.182))",145
"POLYGON ((181.818 2.5 100.182,191.919 0.0 100.192,191.919 2.5 100.192,181.818 2.5 100.182))",146
"POLYGON ((181.818 2.5 100.182,191.919 2.5 100.192,181.818 5.0 100.182,181.818 2.5 100.182))",147
"POLYGON ((181.818 5.0 100.182,191.919 2.5 100.192,191.919 5.0 100.192,181.818 5.0 100.182))",148
"POLYGON ((181.818 5.0 100.182,191.919 5.0 100.192,181.818 7.5 100.182,181.818 5.0 100.182))",149
"POLYGON ((181.818 7.5 100.182,191.919 5.0 100.192,191.919 7.5 100.192,181.818 7.5 100.182))",150
"POLYGON ((181.818 7.5 100.182,191.919 7.5 100.192,181.818 10.0 100.182,181.818 7.5 100.182))",151
"POLYGON ((181.818 10.0 100.182,191.919 7.5 100.192,191.919 10.0 100.192,181.818 10.0 100.182))",152
"POLYGON ((191.919 0.0 100.192,202.02 0.0 100.202,191.919 2.5 100.192,191.919 0.0 100.192))",153
"POLYGON ((191.919 2.5 100.192,202.02 0.0 100.202,202.02 2.5 100.202,191.919 2.5 100.192))",154
"POLYGON ((191.919 2.5 100.192,202.02 2.5 100.202,191.919 5.0 100.192,191.919 2.5 100.192))",155
"POLYGON ((191.919 5.0 100.192,202.02 2.5 100.202,202.02 5.0 100.202,191.919 5.0 100.192))",156
"POLYGON ((191.919 5.0 100.192,202.02 5.0 100.202,191.919 7.5 100.192,191.919 5.0 100.192))",157
"POLYGON ((191.919 7.5 100.192,202.02 5.0 100.202,202.02 7.5 100.202,191.919 7.5 100.192))",158
"POLYGON ((191.919 7.5 100.192,202.02 7.5 100.202,191.919 10.0 100.192,191.919 7.5 100.192))",159
"POLYGON ((191.919 10.0 100.192,202.02 7.5 100.202,202.02 10.0 100.202,191.919 10.0 100.192))",160
"POLYGON ((202.02 0.0 100.202,212.121 0.0 100.212,202.02 2.5 100.202,202.02 0.0 100.202))",161
"POLYGON ((202.02 2.5 100.202,212.121 0.0 100.212,212.121 2.5 100.212,202.02 2.5 100.202))",162
"POLYGON ((202.02 2.5 100.202,212.121 2.5 100.212,202.02 5.0 100.202,202.02 2.5 100.202))",163
"POLYGON ((202.02 5.0 100.202,212.121 2.5 100.212,212.121 5.0 100.212,202.02 5.0 100.202))",164
"POLYGON ((202.02 5.0 100.202,212.121 5.0 100.212,202.02 7.5 100.202,202.02 5.0 100.202))",165
"POLYGON ((202.02 7.5 100.202,212.121 5.0 100.212,212.121 7.5 100.212,202.02 7.5 100.202))",166
"POLYGON ((202.02 7.5 100.202,212.121 7.5 100.212,202.02 10.0 100.202,202.02 7.5 100.202))",167
"POLYGON ((202.02 10.0 100.202,212.121 7.5 100.212,212.121 10.0 100.212,202.02 10.0 100.202))",168
"POLYGON ((212.121 0.0 100.212,222.222 0.0 100.222,212.121 2.5 100.212,212.121 0.0 100.212))",169
"POLYGON ((212.121 2.5 100.212,222.222 0.0 100.222,222.222 2.5 100.222,212.121 2.5 100.212))",170
"POLYGON ((212.121 2.5 100.212,222.222 2.5 100.222,212.121 5.0 100.212,212.121 2.5 100.212))",171
"POLYGON ((212.121 5.0 100.212,222.222 2.5 100.222,222.222 5.0 100.222,212.121 5.0 100.212))",172
"POLYGON ((212.121 5.0 100.212,222.222 5.0 100.222,212.121 7.5 100.212,212.121 5.0 100.212))",173
"POLYGON ((212.121 7.5 100.212,222.222 5.0 100.222,222.222 7.5 100.222,212.121 7.5 100.212))",174
"POLYGON ((212.121 7.5 100.212,222.222 7.5 100.222,212.121 10.0 100.212,212.121 7.5 100.212))",175
"POLYGON ((212.121 10.0 100.212,222.222 7.5 100.222,222.222 10.0 100.222,212.121 10.0 100.212))",176
"POLYGON ((222.222 0.0 100.222,232.323 0.0 100.232,222.222 2.5 100.222,222.222 0.0 100.222))",177
"POLYGON ((222.222 2.5 100.222,232.323 0.0 100.232,232.323 2.5 100.232,222.222 2.5 100.222))",178
"POLYGON ((222.222 2.5 100.222,232.323 2.5 100.232,222.222 5.0 100.222,222.222 2.5 100.222))",179
"POLYGON ((222.222 5.0 100.222,232.323 2.5 100.232,232.323 5.0 100.232,222.222 5.0 100.222))",180
"POLYGON ((222.222 5.0 100.222,232.323 5.0 100.232,222.222 7.5 100.222,222.222 5.0 100.222))",181
"POLYGON ((222.222 7.5 100.222,232.323 5.0 100.232,232.323 7.5 100.232,222.222 7.5 100.222))",182
"POLYGON ((222.222 7.5 100.222,232.323 7.5 100.232,222.222 10.0 100.222,222.222 7.5 100.222))",183
"POLYGON ((222.222 10.0 100.222,232.323 7.5 100.232,232.323 10.0 100.232,222.222 10.0 100.222))",184
"POLYGON ((232.323 0.0 100.232,242.424 0.0 100.242,232.323 2.5 100.232,232.323 0.0 100.232))",185
"POLYGON ((232.323 2.5 100.232,242.424 0.0 100.242,242.424 2.5 100.242,232.323 2.5 100.232))",186
"POLYGON ((232.323 2.5 100.232,242.424 2.5 100.242,232.323 5.0 100.232,232.323 2.5 100.232))",187
"POLYGON ((232.323 5.0 100.232,242.424 2.5 100.242,242.424 5.0 100.242,232.323 5.0 100.232))",188
"POLYGON ((232.323 5.0 100.232,242.424 5.0 100.242,232.323 7.5 100.232,232.323 5.0 100.232))",189
"POLYGON ((232.323 7.5 100.232,242.424 5.0 100.242,242.424 7.5 100.242,232.323 7.5 100.232))",190
"POLYGON ((232.323 7.5 100.232,242.424 7.5 100.242,232.323 10.0 100.232,232.323 7.5 100.232))",191
"POLYGON ((232.323 10.0 100.232,242.424 7.5 100.242,242.424 10.0 100.242,232.323 10.0 100.232))",192
"POLYGON ((242.424 0.0 100.242,252.525 0.0 100.253,242.424 2.5 100.242,242.424 0.0 100.242))",193
"POLYGON ((242.424 2.5 100.242,252.525 0.0 100.253,252.525 2.5 100.253,242.424 2.5 100.242))",194
"POLYGON ((242.424 2.5 100.242,252.525 2.5 100.253,242.424 5.0 100.242,242.424 2.5 100.242))",195
"POLYGON ((242.424 5.0 100.242,252.525 2.5 100.253,252.525 5.0 100.253,242.424 5.0 100.242))",196
"POLYGON ((242.424 5.0 100.242,252.525 5.0 100.253,242.424 7.5 100.242,242.424 5.0 100.242))",197
"POLYGON ((242.424 7.5 100.242,252.525 5.0 100.253,252.525 7.5 100.253,242.424 7.5 100.242))",198
"POLYGON ((242.424 7.5 100.242,252.525 7.5 100.253,242.424 10.0 100.242,242.424 7.5 100.242))",199
"POLYGON ((242.424 10.0 100.242,252.525 7.5 100.253,252.525 10.0 100.253,242.424 10.0 100.242))",200
"POLYGON ((252.525 0.0 100.253,262.626 0.0 100.263,252.525 2.5 100.253,252.525 0.0 100.253))",201
"POLYGON ((252.525 2.5 100.253,262.626 0.0 100.263,262.626 2.5 100.263,252.525 2.5 100.253))",202
"POLYGON ((252.525 2.5 100.253,262.626 2.5 100.263,252.525 5.0 100.253,252.525 2.5 100.253))",203
"POLYGON ((252.525 5.0 100.253,262.626 2.5 100.263,262.626 5.0 100.263,252.525 5.0 100.253))",204
"POLYGON ((252.525 5.0 100.253,262.626 5.0 100.263,252.525 7.5 100.253,252.525 5.0 100.253))",205
"POLYGON ((252.525 7.5 100.253,262.626 5.0 100.263,262.626 7.5 100.263,252.525 7.5 100.253))",206
"POLYGON ((252.525 7.5 100.253,262.626 7.5 100.263,252.525 10.0 100.253,252.525 7.5 100.253))",207
"POLYGON ((252.525 10.0 100.253,262.626 7.5 100.263,262.626 10.0 100.263,252.525 10.0 100.253))",208
"POLYGON ((262.626 0.0 100.263,272.727 0.0 100.273,262.626 2.5 100.263,262.626 0.0 100.263))",209
"POLYGON ((262.626 2.5 100.263,272.727 0.0 100.273,272.727 2.5 100.273,262.626 2.5 100.263))",210
"POLYGON ((262.626 2.5 100.263,272.727 2.5 100.273,262.626 5.0 100.263,262.626 2.5 100.263))",211
"POLYGON ((262.626 5.0 100.263,272.727 2.5 100.273,272.727 5.0 100.273,262.626 5.0 100.263))",212
"POLYGON ((262.626 5.0 100.263,272.727 5.0 100.273,262.626 7.5 100.263,262.626 5.0 100.263))",213
"POLYGON ((262.626 7.5 100.263,272.727 5.0 100.273,272.727 7.5 100.273,262.626 7.5 100.263))",214
"POLYGON ((262.626 7.5 100.263,272.727 7.5 100.273,262.626 10.0 100.263,262.626 7.5 100.263))",215
"POLYGON ((262.626 10.0 100.263,272.727 7.5 100.273,272.727 10.0 100.273,262.626 10.0 100.263))",216
"POLYGON ((272.727 0.0 100.273,282.828 0.0 100.283,272.727 2.5 100.273,272.727 0.0 100.273))",217
"POLYGON ((272.727 2.5 100.273,282.828 0.0 100.283,282.828 2.5 100.283,272.727 2.5 100.273))",218
"POLYGON ((272.727 2.5 100.273,282.828 2.5 100.283,272.727 5.0 100.273,272.727 2.5 100.273))",219
"POLYGON ((272.727 5.0 100.273,282.828 2.5 100.283,282.828 5.0 100.283,272.727 5.0 100.273))",220
"POLYGON ((272.727 5.0 100.273,282.828 5.0 100.283,272.727 7.5 100.273,272.727 5.0 100.273))",221
"POLYGON ((272.727 7.5 100.273,282.828 5.0 100.283,282.828 7.5 100.283,272.727 7.5 100.273))",222
"POLYGON ((272.727 7.5 100.273,282.828 7.5 100.283,272.727 10.0 100.273,272.727 7.5 100.273))",223
"POLYGON ((272.727 10.0 100.273,282.828 7.5 100.283,282.828 10.0 100.283,272.727 10.0 100.273))",224
"POLYGON ((282.828 0.0 100.283,292.929 0.0 100.293,282.828 2.5 100.283,282.828 0.0 100.283))",225
"POLYGON ((282.828 2.5 100.283,292.929 0.0 100.293,292.929 2.5 100.293,282.828 2.5 100.283))",226
"POLYGON ((282.828 2.5 100.283,292.929 2.5 100.293,282.828 5.0 100.283,282.828 2.5 100.283))",227
"POLYGON ((282.828 5.0 100.283,292.929 2.5 100.293,292.929 5.0 100.293,282.828 5.0 100.283))",228
"POLYGON ((282.828 5.0 100.283,292.929 5.0 100.293,282.828 7.5 100.283,282.828 5.0 100.283))",229
"POLYGON ((282.828 7.5 100.283,292.929 5.0 100.293,292.929 7.5 100.293,282.828 7.5 100.283))",230
"POLYGON ((282.828 7.5 100.283,292.929 7.5 100.293,282.828 10.0 100.283,282.828 7.5 100.283))",231
"POLYGON ((282.828 10.0 100.283,292.929 7.5 100.293,292.929 10.0 100.293,282.828 10.0 100.283))",232
"POLYGON ((292.929 0.0 100.293,303.03 0.0 100.303,292.929 2.5 100.293,292.929 0.0 100.293))",233
"POLYGON ((292.929 2.5 100.293,303.03 0.0 100.303,303.03 2.5 100.303,292.929 2.5 100.293))",234
"POLYGON ((292.929 2.5 100.293,303.03 2.5 100.303,292.929 5.0 100.293,292.929 2.5 100.293))",235
"POLYGON ((292.929 5.0 100.293,303.03 2.5 100.303,303.03 5.0 100.303,292.929 5.0 100.293))",236
"POLYGON ((292.929 5.0 100.293,303.03 5.0 100.303,292.929 7.5 100.293,292.929 5.0 100.293))",237
