WKT,element
"POLYGON ((583035.504 5035199.325,583032.14 5035183.233,583045.69 5035190.698,583035.504 5035199.325))",48
"POLYGON ((583021.939 5035253.178,582982.229 5035246.56,583002.207 5035193.211,583021.939 5035253.178))",49
"POLYGON ((583002.207 5035193.211,583035.504 5035199.325,583021.939 5035253.178,583002.207 5035193.211))",50
"POLYGON ((583002.207 5035193.211,583032.14 5035183.233,583035.504 5035199.325,583002.207 5035193.211))",51
"POLYGON ((583062.943 5035230.92,583079.78 5035192.361,583095.37 5035259.19,583062.943 5035230.92))",52
"POLYGON ((583062.943 5035230.92,583035.504 5035199.325,583045.69 5035190.698,583062.943 5035230.92))",53
"POLYGON ((583079.78 5035192.361,583101.152 5035164.941,583135.489 5035148.293,583079.78 5035192.361))",54
"POLYGON ((583021.939 5035253.178,583035.504 5035199.325,583062.943 5035230.92,583021.939 5035253.178))",55
"POLYGON ((583079.78 5035192.361,583062.943 5035230.92,583045.69 5035190.698,583079.78 5035192.361))",56
"POLYGON ((583079.78 5035192.361,583135.489 5035148.293,583124.472 5035266.674,583079.78 5035192.361))",57
"POLYGON ((583002.207 5035193.211,582965.622 5035208.178,582994.554 5035173.393,583002.207 5035193.211))",58
"POLYGON ((583101.152 5035164.941,583074.545 5035174.919,583069.387 5035160.921,583101.152 5035164.941))",59
"POLYGON ((583329.222 5035008.606,583373.29 5035021.078,583409.043 5035077.618,583329.222 5035008.606))",60
"POLYGON ((584322.623 5032397.264,584259.639 5032460.3,584257.976 5032412.075,584322.623 5032397.264))",61
"POLYGON ((584257.976 5032412.075,584306.201 5032335.579,584301.004 5032383.961,584257.976 5032412.075))",62
"POLYGON ((584324.286 5032350.702,584301.004 5032383.961,584306.201 5032335.579,584324.286 5032350.702))",63
"POLYGON ((584301.004 5032383.961,584322.623 5032397.264,584257.976 5032412.075,584301.004 5032383.961))",64
"POLYGON ((584291.235 5032568.392,584319.505 5032571.717,584302.875 5032591.673,584291.235 5032568.392))",65
"POLYGON ((584126.603 5032518.503,584291.235 5032568.392,584126.603 5032543.447,584126.603 5032518.503))",66
"POLYGON ((584302.875 5032591.673,584319.505 5032571.717,584342.578 5032589.438,584302.875 5032591.673))",67
"POLYGON ((584291.235 5032568.392,584302.875 5032591.673,584126.603 5032543.447,584291.235 5032568.392))",68
"POLYGON ((584306.201 5032335.579,584306.201 5032290.68,584349.711 5032336.949,584306.201 5032335.579))",69
"POLYGON ((584337.589 5032362.342,584301.004 5032383.961,584324.286 5032350.702,584337.589 5032362.342))",70
"POLYGON ((584306.201 5032335.579,584349.711 5032336.949,584324.286 5032350.702,584306.201 5032335.579))",71
"POLYGON ((584337.589 5032362.342,584349.711 5032336.949,584343.891 5032374.366,584337.589 5032362.342))",72
"POLYGON ((584349.711 5032336.949,584337.589 5032362.342,584324.286 5032350.702,584349.711 5032336.949))",73
"POLYGON ((584345.554 5032423.422,584343.891 5032374.366,584368.769 5032389.885,584345.554 5032423.422))",74
"POLYGON ((584337.589 5032362.342,584322.623 5032397.264,584301.004 5032383.961,584337.589 5032362.342))",75
"POLYGON ((584306.201 5032290.68,584322.83 5032262.41,584372.161 5032316.994,584306.201 5032290.68))",76
"POLYGON ((584322.623 5032397.264,584337.589 5032362.342,584343.891 5032374.366,584322.623 5032397.264))",77
"POLYGON ((584355.05 5032561.584,584342.578 5032589.438,584319.505 5032571.717,584355.05 5032561.584))",78
"POLYGON ((584259.639 5032460.3,584345.554 5032423.422,584334.471 5032473.604,584259.639 5032460.3))",79
"POLYGON ((584302.875 5032591.673,584342.578 5032589.438,584324.493 5032614.954,584302.875 5032591.673))",80
"POLYGON ((584259.639 5032460.3,584322.623 5032397.264,584345.554 5032423.422,584259.639 5032460.3))",81
"POLYGON ((584342.578 5032589.438,584384.685 5032599.435,584352.556 5032615.214,584342.578 5032589.438))",82
"POLYGON ((584334.471 5032473.604,584362.183 5032513.221,584359.415 5032543.447,584334.471 5032473.604))",83
"POLYGON ((584345.554 5032423.422,584357.194 5032473.311,584334.471 5032473.604,584345.554 5032423.422))",84
"POLYGON ((584342.578 5032589.438,584352.556 5032615.214,584324.493 5032614.954,584342.578 5032589.438))",85
"POLYGON ((584322.623 5032397.264,584343.891 5032374.366,584345.554 5032423.422,584322.623 5032397.264))",86
"POLYGON ((584387.893 5032355.379,584343.891 5032374.366,584349.711 5032336.949,584387.893 5032355.379))",87
"POLYGON ((584349.711 5032336.949,584306.201 5032290.68,584372.161 5032316.994,584349.711 5032336.949))",88
"POLYGON ((583409.043 5035077.618,583373.29 5035021.078,583393.245 5035035.213,583409.043 5035077.618))",89
"POLYGON ((583373.29 5035021.078,583421.099 5035018.739,583393.245 5035035.213,583373.29 5035021.078))",90
"POLYGON ((583424.009 5035122.517,583409.043 5035077.618,583456.021 5035106.875,583424.009 5035122.517))",91
"POLYGON ((583421.099 5035018.739,583409.043 5035077.618,583393.245 5035035.213,583421.099 5035018.739))",92
"POLYGON ((583432.39 5035171.593,583424.009 5035122.517,583454.774 5035162.428,583432.39 5035171.593))",93
"POLYGON ((583424.009 5035122.517,583329.637 5035249.057,583409.043 5035077.618,583424.009 5035122.517))",94
"POLYGON ((583329.637 5035249.057,583424.009 5035122.517,583415.76 5035184.896,583329.637 5035249.057))",95
"POLYGON ((583417.839 5035205.683,583329.637 5035249.057,583415.76 5035184.896,583417.839 5035205.683))",96
"POLYGON ((583428.232 5035233.953,583444.862 5035188.638,583453.592 5035209.841,583428.232 5035233.953))",97
"POLYGON ((583415.76 5035184.896,583428.232 5035233.953,583417.839 5035205.683,583415.76 5035184.896))",98
"POLYGON ((583432.39 5035171.593,583419.502 5035177.829,583424.009 5035122.517,583432.39 5035171.593))",99
"POLYGON ((583432.39 5035171.593,583444.862 5035188.638,583415.76 5035184.896,583432.39 5035171.593))",100
"POLYGON ((583432.39 5035171.593,583415.76 5035184.896,583419.502 5035177.829,583432.39 5035171.593))",101
"POLYGON ((583415.76 5035184.896,583424.009 5035122.517,583419.502 5035177.829,583415.76 5035184.896))",102
"POLYGON ((583417.839 5035205.683,583428.232 5035233.953,583329.637 5035249.057,583417.839 5035205.683))",103
"POLYGON ((583456.021 5035106.875,583409.043 5035077.618,583421.099 5035018.739,583456.021 5035106.875))",104
"POLYGON ((583376.2 5034985.48,583421.099 5035018.739,583373.29 5035021.078,583376.2 5034985.48))",105
"POLYGON ((583444.862 5035188.638,583454.774 5035162.428,583483.044 5035183.215,583444.862 5035188.638))",106
"POLYGON ((583444.862 5035188.638,583432.39 5035171.593,583454.774 5035162.428,583444.862 5035188.638))",107
"POLYGON ((583456.021 5035106.875,583524.202 5035185.034,583483.044 5035183.215,583456.021 5035106.875))",108
"POLYGON ((583444.862 5035188.638,583483.044 5035183.215,583453.592 5035209.841,583444.862 5035188.638))",109
"POLYGON ((583456.021 5035106.875,583483.044 5035183.215,583454.774 5035162.428,583456.021 5035106.875))",110
"POLYGON ((583424.009 5035122.517,583456.021 5035106.875,583454.774 5035162.428,583424.009 5035122.517))",111
"POLYGON ((583508.82 5035229.777,583483.044 5035183.215,583524.202 5035185.034,583508.82 5035229.777))",112
"POLYGON ((583453.592 5035209.841,583467.311 5035218.571,583468.974 5035232.706,583453.592 5035209.841))",113
"POLYGON ((583453.592 5035209.841,583483.044 5035183.215,583467.311 5035218.571,583453.592 5035209.841))",114
"POLYGON ((583468.974 5035232.706,583467.311 5035218.571,583508.82 5035229.777,583468.974 5035232.706))",115
"POLYGON ((583453.592 5035209.841,583468.974 5035232.706,583428.232 5035233.953,583453.592 5035209.841))",116
"POLYGON ((583524.202 5035185.034,583526.696 5035231.596,583508.82 5035229.777,583524.202 5035185.034))",117
"POLYGON ((583508.82 5035229.777,583467.311 5035218.571,583483.044 5035183.215,583508.82 5035229.777))",118
"POLYGON ((583468.974 5035232.706,583508.82 5035229.777,583484.357 5035260.56,583468.974 5035232.706))",119
"POLYGON ((583526.696 5035231.596,583524.202 5035185.034,583545.82 5035209.978,583526.696 5035231.596))",120
"POLYGON ((583428.232 5035233.953,583468.974 5035232.706,583435.716 5035257.65,583428.232 5035233.953))",121
"POLYGON ((583415.76 5035184.896,583444.862 5035188.638,583428.232 5035233.953,583415.76 5035184.896))",122
"POLYGON ((583428.232 5035233.953,583364.559 5035284.81,583329.637 5035249.057,583428.232 5035233.953))",123
"POLYGON ((583526.696 5035231.596,583514.64 5035276.34,583508.82 5035229.777,583526.696 5035231.596))",124
"POLYGON ((582913.841 5035307.227,582863.182 5035217.461,582918.253 5035270.827,582913.841 5035307.227))",125
"POLYGON ((582747.282 5035354.658,582804.147 5035193.348,582760.519 5035352.452,582747.282 5035354.658))",126
"POLYGON ((582920.459 5035285.166,582918.253 5035270.827,582919.356 5035262.002,582920.459 5035285.166))",127
"POLYGON ((582863.182 5035217.461,582919.356 5035262.002,582918.253 5035270.827,582863.182 5035217.461))",128
"POLYGON ((583021.939 5035253.178,583062.943 5035230.92,583058.339 5035268.621,583021.939 5035253.178))",129
"POLYGON ((582919.356 5035262.002,582925.974 5035245.457,582920.459 5035285.166,582919.356 5035262.002))",130
"POLYGON ((582913.841 5035307.227,582776.9 5035364.153,582863.182 5035217.461,582913.841 5035307.227))",131
"POLYGON ((582913.841 5035307.227,582918.253 5035270.827,582920.459 5035285.166,582913.841 5035307.227))",132
"POLYGON ((583088.121 5035276.342,583095.37 5035259.19,583110.182 5035275.239,583088.121 5035276.342))",133
"POLYGON ((583095.37 5035259.19,583124.472 5035266.674,583110.182 5035275.239,583095.37 5035259.19))",134
"POLYGON ((583095.37 5035259.19,583079.78 5035192.361,583124.472 5035266.674,583095.37 5035259.19))",135
"POLYGON ((583110.182 5035275.239,583124.472 5035266.674,583121.212 5035280.754,583110.182 5035275.239))",136
"POLYGON ((583088.121 5035276.342,583058.339 5035268.621,583095.37 5035259.19,583088.121 5035276.342))",137
"POLYGON ((583110.182 5035275.239,583107.976 5035289.578,583092.533 5035308.33,583110.182 5035275.239))",138
"POLYGON ((583131.955 5035324.045,583084.812 5035334.803,583092.533 5035308.33,583131.955 5035324.045))",139
"POLYGON ((583131.955 5035324.045,583092.533 5035308.33,583107.976 5035289.578,583131.955 5035324.045))",140
"POLYGON ((583138.191 5035294.112,583131.955 5035324.045,583107.976 5035289.578,583138.191 5035294.112))",141
"POLYGON ((583138.191 5035294.112,583121.212 5035280.754,583124.472 5035266.674,583138.191 5035294.112))",142
"POLYGON ((583131.955 5035324.045,583138.191 5035294.112,583151.079 5035345.664,583131.955 5035324.045))",143
"POLYGON ((583138.191 5035294.112,583107.976 5035289.578,583121.212 5035280.754,583138.191 5035294.112))",144
"POLYGON ((583107.976 5035289.578,583110.182 5035275.239,583121.212 5035280.754,583107.976 5035289.578))",145
"POLYGON ((583131.955 5035324.045,583122.315 5035356.864,583084.812 5035334.803,583131.955 5035324.045))",146
"POLYGON ((583124.472 5035266.674,583234.018 5035291.462,583138.191 5035294.112,583124.472 5035266.674))",147
"POLYGON ((583095.37 5035259.19,583058.339 5035268.621,583062.943 5035230.92,583095.37 5035259.19))",148
"POLYGON ((582688.821 5035371.203,582667.863 5035366.791,582644.699 5035342.524,582688.821 5035371.203))",149
"POLYGON ((582747.282 5035354.658,582760.519 5035352.452,582776.9 5035364.153,582747.282 5035354.658))",150
"POLYGON ((582711.985 5035367.894,582628.154 5035280.754,582747.282 5035354.658,582711.985 5035367.894))",151
"POLYGON ((582863.182 5035217.461,582776.9 5035364.153,582760.519 5035352.452,582863.182 5035217.461))",152
"POLYGON ((582644.699 5035342.524,582628.154 5035280.754,582711.985 5035367.894,582644.699 5035342.524))",153
"POLYGON ((582747.282 5035354.658,582628.154 5035280.754,582804.147 5035193.348,582747.282 5035354.658))",154
"POLYGON ((582711.985 5035367.894,582688.821 5035371.203,582644.699 5035342.524,582711.985 5035367.894))",155
"POLYGON ((582801.331 5035406.5,582781.476 5035417.531,582778.167 5035385.543,582801.331 5035406.5))",156
"POLYGON ((582778.167 5035385.543,582776.9 5035364.153,582820.083 5035395.47,582778.167 5035385.543))",157
"POLYGON ((582801.331 5035406.5,582778.167 5035385.543,582820.083 5035395.47,582801.331 5035406.5))",158
"POLYGON ((582820.083 5035395.47,582776.9 5035364.153,582849.865 5035388.852,582820.083 5035395.47))",159
"POLYGON ((582917.15 5035338.112,582849.865 5035388.852,582913.841 5035307.227,582917.15 5035338.112))",160
"POLYGON ((582849.865 5035388.852,582906.12 5035366.791,582879.647 5035387.749,582849.865 5035388.852))",161
"POLYGON ((582913.841 5035307.227,582849.865 5035388.852,582776.9 5035364.153,582913.841 5035307.227))",162
"POLYGON ((582906.12 5035366.791,582849.865 5035388.852,582917.15 5035338.112,582906.12 5035366.791))",163
"POLYGON ((583131.955 5035324.045,583151.079 5035345.664,583122.315 5035356.864,583131.955 5035324.045))",164
"POLYGON ((583234.018 5035291.462,583234.85 5035291.462,583227.016 5035345.37,583234.018 5035291.462))",165
"POLYGON ((583124.472 5035266.674,583135.489 5035148.293,583234.018 5035291.462,583124.472 5035266.674))",166
"POLYGON ((583400.312 5035306.428,583364.559 5035284.81,583435.716 5035257.65,583400.312 5035306.428))",167
"POLYGON ((583445.277 5035277.19,583435.716 5035257.65,583484.357 5035260.56,583445.277 5035277.19))",168
"POLYGON ((583400.312 5035306.428,583435.716 5035257.65,583445.277 5035277.19,583400.312 5035306.428))",169
"POLYGON ((583234.018 5035291.462,583167.916 5035111.708,583329.637 5035249.057,583234.018 5035291.462))",170
"POLYGON ((583227.016 5035345.37,583234.85 5035291.462,583244.477 5035366.989,583227.016 5035345.37))",171
"POLYGON ((583151.079 5035345.664,583211.218 5035345.37,583204.982 5035368.652,583151.079 5035345.664))",172
"POLYGON ((583138.191 5035294.112,583211.218 5035345.37,583151.079 5035345.664,583138.191 5035294.112))",173
"POLYGON ((583227.016 5035345.37,583211.218 5035345.37,583234.018 5035291.462,583227.016 5035345.37))",174
"POLYGON ((583434.403 5035355.485,583400.312 5035306.428,583445.277 5035277.19,583434.403 5035355.485))",175
"POLYGON ((583211.218 5035345.37,583227.016 5035345.37,583204.982 5035368.652,583211.218 5035345.37))",176
"POLYGON ((583518.447 5035318.763,583505.559 5035407.731,583503.481 5035300.471,583518.447 5035318.763))",177
"POLYGON ((583211.218 5035345.37,583138.191 5035294.112,583234.018 5035291.462,583211.218 5035345.37))",178
"POLYGON ((583484.357 5035260.56,583503.481 5035300.471,583445.277 5035277.19,583484.357 5035260.56))",179
"POLYGON ((583503.481 5035300.471,583484.357 5035260.56,583514.64 5035276.34,583503.481 5035300.471))",180
"POLYGON ((583514.64 5035276.34,583562.449 5035277.327,583529.606 5035297.126,583514.64 5035276.34))",181
"POLYGON ((583514.64 5035276.34,583484.357 5035260.56,583508.82 5035229.777,583514.64 5035276.34))",182
"POLYGON ((583529.606 5035297.126,583562.449 5035277.327,583551.225 5035319.576,583529.606 5035297.126))",183
"POLYGON ((583514.64 5035276.34,583529.606 5035297.126,583503.481 5035300.471,583514.64 5035276.34))",184
"POLYGON ((583562.449 5035277.327,583514.64 5035276.34,583526.696 5035231.596,583562.449 5035277.327))",185
"POLYGON ((583503.481 5035300.471,583529.606 5035297.126,583518.447 5035318.763,583503.481 5035300.471))",186
"POLYGON ((583518.447 5035318.763,583551.225 5035319.576,583530.088 5035339.966,583518.447 5035318.763))",187
"POLYGON ((583518.447 5035318.763,583529.606 5035297.126,583551.225 5035319.576,583518.447 5035318.763))",188
"POLYGON ((583551.225 5035319.576,583563.697 5035342.857,583565.36 5035356.992,583551.225 5035319.576))",189
"POLYGON ((583445.277 5035277.19,583503.481 5035300.471,583505.559 5035407.731,583445.277 5035277.19))",190
"POLYGON ((583565.36 5035356.992,583563.697 5035342.857,583578.247 5035328.878,583565.36 5035356.992))",191
"POLYGON ((583578.247 5035328.878,583563.697 5035342.857,583551.225 5035319.576,583578.247 5035328.878))",192
"POLYGON ((583578.247 5035328.878,583551.225 5035319.576,583562.449 5035277.327,583578.247 5035328.878))",193
"POLYGON ((583565.36 5035356.992,583530.088 5035339.966,583551.225 5035319.576,583565.36 5035356.992))",194
"POLYGON ((583505.559 5035407.731,583434.403 5035355.485,583445.277 5035277.19,583505.559 5035407.731))",195
"POLYGON ((583518.447 5035318.763,583530.088 5035339.966,583505.559 5035407.731,583518.447 5035318.763))",196
"POLYGON ((583435.716 5035257.65,583468.974 5035232.706,583484.357 5035260.56,583435.716 5035257.65))",197
"POLYGON ((583146.582 5035362.379,583151.079 5035345.664,583170.849 5035374.512,583146.582 5035362.379))",198
"POLYGON ((583207.892 5035398.169,583181.843 5035380.17,583204.982 5035368.652,583207.892 5035398.169))",199
"POLYGON ((583181.843 5035380.17,583170.849 5035374.512,583151.079 5035345.664,583181.843 5035380.17))",200
"POLYGON ((583204.982 5035368.652,583181.843 5035380.17,583151.079 5035345.664,583204.982 5035368.652))",201
"POLYGON ((583207.892 5035398.169,583204.982 5035368.652,583244.477 5035366.989,583207.892 5035398.169))",202
"POLYGON ((583244.477 5035366.989,583204.982 5035368.652,583227.016 5035345.37,583244.477 5035366.989))",203
"POLYGON ((583177.467 5035398.779,583170.849 5035374.512,583181.843 5035380.17,583177.467 5035398.779))",204
"POLYGON ((583181.843 5035380.17,583191.405 5035411.766,583177.467 5035398.779,583181.843 5035380.17))",205
"POLYGON ((583181.843 5035380.17,583207.892 5035398.169,583191.405 5035411.766,583181.843 5035380.17))",206
"POLYGON ((583198.746 5035450.552,583191.405 5035411.766,583207.892 5035398.169,583198.746 5035450.552))",207
"POLYGON ((583293.884 5035394.565,583267.758 5035425.607,583259.444 5035394.427,583293.884 5035394.565))",208
"POLYGON ((583293.884 5035394.565,583259.444 5035394.427,583244.477 5035366.989,583293.884 5035394.565))",209
"POLYGON ((583244.477 5035366.989,583234.85 5035291.462,583293.884 5035394.565,583244.477 5035366.989))",210
"POLYGON ((583207.892 5035398.169,583259.444 5035394.427,583267.758 5035425.607,583207.892 5035398.169))",211
"POLYGON ((583244.477 5035366.989,583259.444 5035394.427,583207.892 5035398.169,583244.477 5035366.989))",212
"POLYGON ((583549.211 5035368.652,583559.605 5035380.708,583505.559 5035407.731,583549.211 5035368.652))",213
"POLYGON ((583530.088 5035339.966,583559.605 5035380.708,583549.211 5035368.652,583530.088 5035339.966))",214
"POLYGON ((583565.36 5035356.992,583600.697 5035387.913,583572.843 5035386.094,583565.36 5035356.992))",215
"POLYGON ((583565.36 5035356.992,583578.247 5035328.878,583600.697 5035387.913,583565.36 5035356.992))",216
"POLYGON ((583600.697 5035387.913,583591.967 5035408.544,583572.843 5035386.094,583600.697 5035387.913))",217
"POLYGON ((583565.36 5035356.992,583572.843 5035386.094,583559.605 5035380.708,583565.36 5035356.992))",218
"POLYGON ((583530.088 5035339.966,583549.211 5035368.652,583505.559 5035407.731,583530.088 5035339.966))",219
"POLYGON ((583572.843 5035386.094,583580.807 5035405.236,583559.605 5035380.708,583572.843 5035386.094))",220
"POLYGON ((583522.189 5035473.833,583505.559 5035407.731,583569.998 5035400.248,583522.189 5035473.833))",221
"POLYGON ((583569.998 5035400.248,583505.559 5035407.731,583559.605 5035380.708,583569.998 5035400.248))",222
"POLYGON ((583559.605 5035380.708,583580.807 5035405.236,583569.998 5035400.248,583559.605 5035380.708))",223
"POLYGON ((583580.807 5035405.236,583589.538 5035426.855,583569.998 5035400.248,583580.807 5035405.236))",224
"POLYGON ((583572.843 5035386.094,583591.967 5035408.544,583580.807 5035405.236,583572.843 5035386.094))",225
"POLYGON ((584296.847 5035416.858,584277.515 5035410.362,584338.213 5035334.699,584296.847 5035416.858))",226
"POLYGON ((583589.538 5035426.855,583580.807 5035405.236,583591.967 5035408.544,583589.538 5035426.855))",227
"POLYGON ((583591.967 5035408.544,583600.697 5035387.913,583628.967 5035427.823,583591.967 5035408.544))",228
"POLYGON ((583483.46 5035455.262,583457.684 5035398.722,583505.559 5035407.731,583483.46 5035455.262))",229
"POLYGON ((583434.403 5035355.485,583505.559 5035407.731,583457.684 5035398.722,583434.403 5035355.485))",230
"POLYGON ((583565.36 5035356.992,583559.605 5035380.708,583530.088 5035339.966,583565.36 5035356.992))",231
"POLYGON ((583177.467 5035398.779,583191.405 5035411.766,583180.776 5035426.355,583177.467 5035398.779))",232
"POLYGON ((584356.297 5035333.711,584296.847 5035416.858,584338.213 5035334.699,584356.297 5035333.711))",233
"POLYGON ((583151.079 5035345.664,583146.582 5035362.379,583122.315 5035356.864,583151.079 5035345.664))",234
"POLYGON ((583428.232 5035233.953,583435.716 5035257.65,583364.559 5035284.81,583428.232 5035233.953))",235
"POLYGON ((584277.515 5035410.362,584296.847 5035416.858,584268.577 5035433.072,584277.515 5035410.362))",236
"POLYGON ((584324.493 5032614.954,584352.556 5032615.214,584374.382 5032658.191,584324.493 5032614.954))",237
"POLYGON ((584343.891 5032374.366,584387.893 5032355.379,584368.769 5032389.885,584343.891 5032374.366))",238
"POLYGON ((584368.769 5032389.885,584385.308 5032411.73,584368.354 5032435.616,584368.769 5032389.885))",239
"POLYGON ((584368.769 5032389.885,584395.702 5032379.926,584385.308 5032411.73,584368.769 5032389.885))",240
"POLYGON ((584395.702 5032379.926,584368.769 5032389.885,584387.893 5032355.379,584395.702 5032379.926))",241
"POLYGON ((584395.702 5032379.926,584387.893 5032355.379,584439.77 5032348.954,584395.702 5032379.926))",242
"POLYGON ((584386.348 5032442.494,584385.308 5032411.73,584416.073 5032432.932,584386.348 5032442.494))",243
"POLYGON ((584372.161 5032316.994,584407.017 5032332.513,584387.893 5032355.379,584372.161 5032316.994))",244
"POLYGON ((584368.354 5032435.616,584345.554 5032423.422,584368.769 5032389.885,584368.354 5032435.616))",245
"POLYGON ((584368.354 5032435.616,584386.348 5032442.494,584380.826 5032478.437,584368.354 5032435.616))",246
"POLYGON ((584357.194 5032473.311,584345.554 5032423.422,584368.354 5032435.616,584357.194 5032473.311))",247
"POLYGON ((584380.826 5032478.437,584386.348 5032442.494,584400.067 5032481.573,584380.826 5032478.437))",248
"POLYGON ((584380.826 5032478.437,584357.194 5032473.311,584368.354 5032435.616,584380.826 5032478.437))",249
"POLYGON ((584416.073 5032432.932,584416.073 5032494.461,584400.067 5032481.573,584416.073 5032432.932))",250
"POLYGON ((584380.826 5032478.437,584400.067 5032481.573,584401.522 5032490.304,584380.826 5032478.437))",251
"POLYGON ((584368.354 5032435.616,584385.308 5032411.73,584386.348 5032442.494,584368.354 5032435.616))",252
"POLYGON ((584357.194 5032473.311,584380.826 5032478.437,584362.183 5032513.221,584357.194 5032473.311))",253
"POLYGON ((584437.691 5032395.516,584385.308 5032411.73,584395.702 5032379.926,584437.691 5032395.516))",254
