WKT,node
"POINT (482478.657 4736263.371 0.000)",140
"POINT (482477.656 4736267.910 0.000)",141
"POINT (482476.773 4736272.515 0.000)",142
"POINT (482476.001 4736277.164 0.000)",143
"POINT (482475.333 4736281.838 0.000)",144
"POINT (482474.759 4736286.533 0.000)",145
"POINT (482474.278 4736291.254 0.000)",146
"POINT (482473.893 4736296.020 0.000)",147
"POINT (482473.613 4736300.860 0.000)",148
"POINT (482473.451 4736305.809 0.000)",149
"POINT (482473.425 4736310.914 0.000)",150
"POINT (482473.562 4736316.229 0.000)",151
"POINT (482473.899 4736321.825 0.000)",152
"POINT (482474.491 4736327.770 0.000)",153
"POINT (482475.402 4736334.090 0.000)",154
"POINT (482476.689 4736340.714 0.000)",155
"POINT (482478.385 4736347.455 0.000)",156
"POINT (482480.482 4736354.102 0.000)",157
"POINT (482482.936 4736360.508 0.000)",158
"POINT (482485.699 4736366.604 0.000)",159
"POINT (482488.721 4736372.384 0.000)",160
"POINT (482491.950 4736377.876 0.000)",161
"POINT (482495.345 4736383.122 0.000)",162
"POINT (482498.894 4736388.170 0.000)",163
"POINT (482502.606 4736393.063 0.000)",164
"POINT (482506.499 4736397.846 0.000)",165
"POINT (482510.605 4736402.553 0.000)",166
"POINT (482514.957 4736407.185 0.000)",167
"POINT (482519.561 4736411.696 0.000)",168
"POINT (482524.367 4736415.993 0.000)",169
"POINT (482529.277 4736419.978 0.000)",170
"POINT (482534.179 4736423.591 0.000)",171
"POINT (482538.995 4736426.832 0.000)",172
"POINT (482543.703 4736429.737 0.000)",173
"POINT (482548.325 4736432.346 0.000)",174
"POINT (482552.886 4736434.666 0.000)",175
"POINT (482557.386 4736436.721 0.000)",176
"POINT (482561.853 4736438.529 0.000)",177
"POINT (482566.313 4736440.070 0.000)",178
"POINT (482570.737 4736441.324 0.000)",179
"POINT (482575.115 4736442.315 0.000)",180
"POINT (482579.449 4736443.037 0.000)",181
"POINT (482583.710 4736443.463 0.000)",182
"POINT (482587.836 4736443.605 0.000)",183
"POINT (482591.802 4736443.491 0.000)",184
"POINT (482595.606 4736443.137 0.000)",185
"POINT (482599.220 4736442.549 0.000)",186
"POINT (482602.643 4736441.784 0.000)",187
"POINT (482605.920 4736440.864 0.000)",188
"POINT (482609.085 4736439.774 0.000)",189
"POINT (482612.156 4736438.510 0.000)",190
"POINT (482615.192 4736437.053 0.000)",191
"POINT (482618.274 4736435.348 0.000)",192
"POINT (482621.518 4736433.355 0.000)",193
"POINT (482625.073 4736431.101 0.000)",194
"POINT (482629.061 4736428.731 0.000)",195
"POINT (482633.435 4736426.467 0.000)",196
"POINT (482638.001 4736424.398 0.000)",197
"POINT (482642.629 4736422.480 0.000)",198
"POINT (482647.264 4736420.664 0.000)",199
"POINT (482651.891 4736418.906 0.000)",200
"POINT (482656.519 4736417.175 0.000)",201
"POINT (482661.175 4736415.463 0.000)",202
"POINT (482665.881 4736413.774 0.000)",203
"POINT (482670.649 4736412.121 0.000)",204
"POINT (482675.491 4736410.528 0.000)",205
"POINT (482680.420 4736409.020 0.000)",206
"POINT (482685.430 4736407.632 0.000)",207
"POINT (482690.494 4736406.409 0.000)",208
"POINT (482695.567 4736405.389 0.000)",209
"POINT (482700.595 4736404.587 0.000)",210
"POINT (482705.529 4736403.998 0.000)",211
"POINT (482710.341 4736403.600 0.000)",212
"POINT (482715.025 4736403.352 0.000)",213
"POINT (482719.587 4736403.220 0.000)",214
"POINT (482724.053 4736403.196 0.000)",215
"POINT (482728.476 4736403.258 0.000)",216
"POINT (482732.881 4736403.389 0.000)",217
"POINT (482737.308 4736403.603 0.000)",218
"POINT (482741.799 4736403.883 0.000)",219
"POINT (482746.370 4736404.233 0.000)",220
"POINT (482751.050 4736404.672 0.000)",221
"POINT (482755.851 4736405.207 0.000)",222
"POINT (482760.754 4736405.863 0.000)",223
"POINT (482765.715 4736406.675 0.000)",224
"POINT (482770.655 4736407.681 0.000)",225
"POINT (482775.443 4736408.892 0.000)",226
"POINT (482779.908 4736410.222 0.000)",227
"POINT (482784.015 4736411.412 0.000)",228
"POINT (482787.901 4736412.423 0.000)",229
"POINT (482791.729 4736413.172 0.000)",230
"POINT (482795.533 4736413.852 0.000)",231
"POINT (482799.270 4736414.357 0.000)",232
"POINT (482803.107 4736414.763 0.000)",233
"POINT (482806.973 4736415.153 0.000)",234
"POINT (482810.808 4736415.502 0.000)",235
"POINT (482814.684 4736415.719 0.000)",236
"POINT (482818.655 4736415.907 0.000)",237
"POINT (482822.679 4736416.092 0.000)",238
"POINT (482826.745 4736416.279 0.000)",239
"POINT (482830.871 4736416.493 0.000)",240
"POINT (482514.365 4736165.536 0.000)",241
"POINT (482511.770 4736171.627 0.000)",242
"POINT (482508.986 4736177.824 0.000)",243
"POINT (482505.990 4736183.695 0.000)",244
"POINT (482503.092 4736189.054 0.000)",245
"POINT (482500.696 4736194.065 0.000)",246
"POINT (482498.980 4736199.200 0.000)",247
"POINT (482497.706 4736204.891 0.000)",248
"POINT (482496.276 4736211.146 0.000)",249
"POINT (482494.337 4736217.310 0.000)",250
"POINT (482492.178 4736222.932 0.000)",251
"POINT (482490.050 4736228.030 0.000)",252
"POINT (482488.041 4736232.739 0.000)",253
"POINT (482486.167 4736237.187 0.000)",254
"POINT (482484.418 4736241.480 0.000)",255
"POINT (482482.785 4736245.700 0.000)",256
"POINT (482481.262 4736249.923 0.000)",257
"POINT (482479.854 4736254.208 0.000)",258
"POINT (482478.573 4736258.590 0.000)",259
"POINT (482477.421 4736263.077 0.000)",260
"POINT (482476.400 4736267.652 0.000)",261
"POINT (482475.504 4736272.290 0.000)",262
"POINT (482474.725 4736276.966 0.000)",263
"POINT (482474.050 4736281.666 0.000)",264
"POINT (482473.469 4736286.387 0.000)",265
"POINT (482472.977 4736291.134 0.000)",266
"POINT (482472.578 4736295.928 0.000)",267
"POINT (482472.274 4736300.796 0.000)",268
"POINT (482472.077 4736305.778 0.000)",269
"POINT (482472.001 4736310.919 0.000)",270
"POINT (482472.069 4736316.281 0.000)",271
"POINT (482472.318 4736321.936 0.000)",272
"POINT (482472.804 4736327.957 0.000)",273
"POINT (482473.613 4736334.377 0.000)",274
"POINT (482474.836 4736341.117 0.000)",275
"POINT (482476.530 4736347.979 0.000)",276
"POINT (482478.678 4736354.736 0.000)",277
"POINT (482481.212 4736361.234 0.000)",278
"POINT (482484.063 4736367.409 0.000)",279
"POINT (482487.172 4736373.254 0.000)",280
"POINT (482490.478 4736378.796 0.000)",281
"POINT (482493.939 4736384.081 0.000)",282
"POINT (482497.536 4736389.164 0.000)",283
"POINT (482501.278 4736394.100 0.000)",284
"POINT (482505.192 4736398.939 0.000)",285
"POINT (482509.316 4736403.713 0.000)",286
"POINT (482513.697 4736408.418 0.000)",287
"POINT (482518.349 4736412.994 0.000)",288
"POINT (482523.231 4736417.334 0.000)",289
"POINT (482528.237 4736421.332 0.000)",290
"POINT (482533.242 4736424.934 0.000)",291
"POINT (482538.159 4736428.150 0.000)",292
"POINT (482542.959 4736431.025 0.000)",293
"POINT (482547.658 4736433.604 0.000)",294
"POINT (482552.284 4736435.911 0.000)",295
"POINT (482556.859 4736437.961 0.000)",296
"POINT (482561.403 4736439.757 0.000)",297
"POINT (482565.928 4736441.288 0.000)",298
"POINT (482570.426 4736442.542 0.000)",299
"POINT (482574.887 4736443.521 0.000)",300
"POINT (482579.299 4736444.217 0.000)",301
"POINT (482583.631 4736444.619 0.000)",302
"POINT (482587.837 4736444.728 0.000)",303
"POINT (482591.881 4736444.564 0.000)",304
"POINT (482595.742 4736444.151 0.000)",305
"POINT (482599.407 4736443.519 0.000)",306
"POINT (482602.883 4736442.709 0.000)",307
"POINT (482606.203 4736441.744 0.000)",308
"POINT (482609.404 4736440.627 0.000)",309
"POINT (482612.525 4736439.353 0.000)",310
"POINT (482615.622 4736437.896 0.000)",311
"POINT (482618.775 4736436.217 0.000)",312
"POINT (482622.091 4736434.286 0.000)",313
"POINT (482625.699 4736432.133 0.000)",314
"POINT (482629.689 4736429.877 0.000)",315
"POINT (482634.019 4736427.691 0.000)",316
"POINT (482638.540 4736425.653 0.000)",317
"POINT (482643.137 4736423.744 0.000)",318
"POINT (482647.751 4736421.927 0.000)",319
"POINT (482652.367 4736420.168 0.000)",320
"POINT (482656.989 4736418.442 0.000)",321
"POINT (482661.638 4736416.740 0.000)",322
"POINT (482666.334 4736415.066 0.000)",323
"POINT (482671.090 4736413.433 0.000)",324
"POINT (482675.916 4736411.860 0.000)",325
"POINT (482680.817 4736410.372 0.000)",326
"POINT (482685.786 4736409.001 0.000)",327
"POINT (482690.799 4736407.788 0.000)",328
"POINT (482695.815 4736406.764 0.000)",329
"POINT (482700.787 4736405.945 0.000)",330
"POINT (482705.669 4736405.326 0.000)",331
"POINT (482710.435 4736404.889 0.000)",332
"POINT (482715.078 4736404.606 0.000)",333
"POINT (482719.608 4736404.450 0.000)",334
"POINT (482724.052 4736404.406 0.000)",335
"POINT (482728.449 4736404.458 0.000)",336
"POINT (482732.833 4736404.594 0.000)",337
"POINT (482737.241 4736404.816 0.000)",338
"POINT (482741.708 4736405.116 0.000)",339
"POINT (482746.259 4736405.496 0.000)",340
"POINT (482750.916 4736405.963 0.000)",341
"POINT (482755.685 4736406.527 0.000)",342
"POINT (482760.550 4736407.207 0.000)",343
"POINT (482765.467 4736408.029 0.000)",344
"POINT (482770.359 4736409.014 0.000)",345
"POINT (482775.104 4736410.161 0.000)",346
"POINT (482779.566 4736411.388 0.000)",347
"POINT (482783.721 4736412.513 0.000)",348
"POINT (482787.670 4736413.469 0.000)",349
"POINT (482791.536 4736414.224 0.000)",350
"POINT (482795.365 4736414.881 0.000)",351
"POINT (482799.152 4736415.397 0.000)",352
"POINT (482802.997 4736415.818 0.000)",353
"POINT (482806.870 4736416.209 0.000)",354
"POINT (482810.730 4736416.550 0.000)",355
"POINT (482814.627 4736416.795 0.000)",356
"POINT (482818.603 4736417.001 0.000)",357
"POINT (482822.627 4736417.197 0.000)",358
"POINT (482826.690 4736417.395 0.000)",359
"POINT (482830.797 4736417.624 0.000)",360
"POINT (482512.728 4736164.799 0.000)",361
"POINT (482510.077 4736170.904 0.000)",362
"POINT (482507.331 4736177.038 0.000)",363
"POINT (482504.451 4736182.891 0.000)",364
"POINT (482501.674 4736188.327 0.000)",365
"POINT (482499.309 4736193.500 0.000)",366
"POINT (482497.498 4736198.791 0.000)",367
"POINT (482496.063 4736204.532 0.000)",368
"POINT (482494.563 4736210.686 0.000)",369
"POINT (482492.729 4736216.754 0.000)",370
"POINT (482490.718 4736222.359 0.000)",371
"POINT (482488.712 4736227.478 0.000)",372
"POINT (482486.791 4736232.218 0.000)",373
"POINT (482484.973 4736236.698 0.000)",374
"POINT (482483.255 4736241.020 0.000)",375
"POINT (482481.630 4736245.269 0.000)",376
"POINT (482480.098 4736249.521 0.000)",377
"POINT (482478.668 4736253.836 0.000)",378
"POINT (482477.356 4736258.253 0.000)",379
"POINT (482476.176 4736262.777 0.000)",380
"POINT (482475.134 4736267.389 0.000)",381
"POINT (482474.227 4736272.061 0.000)",382
"POINT (482473.441 4736276.767 0.000)",383
"POINT (482472.760 4736281.494 0.000)",384
"POINT (482472.172 4736286.239 0.000)",385
"POINT (482471.671 4736291.011 0.000)",386
"POINT (482471.256 4736295.829 0.000)",387
"POINT (482470.927 4736300.724 0.000)",388
"POINT (482470.693 4736305.733 0.000)",389
"POINT (482470.564 4736310.908 0.000)",390
"POINT (482470.561 4736316.310 0.000)",391
"POINT (482470.717 4736322.019 0.000)",392
"POINT (482471.092 4736328.115 0.000)",393
"POINT (482471.793 4736334.638 0.000)",394
"POINT (482472.948 4736341.510 0.000)",395
"POINT (482474.642 4736348.510 0.000)",396
"POINT (482476.847 4736355.389 0.000)",397
"POINT (482479.467 4736361.985 0.000)",398
"POINT (482482.412 4736368.238 0.000)",399
"POINT (482485.610 4736374.145 0.000)",400
"POINT (482488.996 4736379.733 0.000)",401
"POINT (482492.521 4736385.054 0.000)",402
"POINT (482496.166 4736390.171 0.000)",403
"POINT (482499.939 4736395.147 0.000)",404
"POINT (482503.870 4736400.037 0.000)",405
"POINT (482508.010 4736404.876 0.000)",406
"POINT (482512.414 4736409.658 0.000)",407
"POINT (482517.117 4736414.310 0.000)",408
"POINT (482522.084 4736418.704 0.000)",409
"POINT (482527.198 4736422.719 0.000)",410
"POINT (482532.314 4736426.306 0.000)",411
"POINT (482537.333 4736429.492 0.000)",412
"POINT (482542.221 4736432.333 0.000)",413
"POINT (482546.995 4736434.885 0.000)",414
"POINT (482551.689 4736437.177 0.000)",415
"POINT (482556.335 4736439.218 0.000)",416
"POINT (482560.951 4736441.005 0.000)",417
"POINT (482565.547 4736442.529 0.000)",418
"POINT (482570.121 4736443.778 0.000)",419
"POINT (482574.661 4736444.747 0.000)",420
"POINT (482579.153 4736445.423 0.000)",421
"POINT (482583.564 4736445.797 0.000)",422
"POINT (482587.851 4736445.869 0.000)",423
"POINT (482591.970 4736445.655 0.000)",424
"POINT (482595.894 4736445.185 0.000)",425
"POINT (482599.611 4736444.501 0.000)",426
"POINT (482603.133 4736443.643 0.000)",427
"POINT (482606.493 4736442.637 0.000)",428
"POINT (482609.732 4736441.494 0.000)",429
"POINT (482612.896 4736440.207 0.000)",430
"POINT (482616.047 4736438.754 0.000)",431
"POINT (482619.262 4736437.104 0.000)",432
"POINT (482622.642 4736435.234 0.000)",433
"POINT (482626.295 4736433.173 0.000)",434
"POINT (482630.290 4736431.017 0.000)",435
"POINT (482634.590 4736428.902 0.000)",436
"POINT (482639.075 4736426.897 0.000)",437
"POINT (482643.643 4736425.001 0.000)",438
"POINT (482648.238 4736423.187 0.000)",439
"POINT (482652.842 4736421.428 0.000)",440
"POINT (482657.456 4736419.706 0.000)",441
"POINT (482662.098 4736418.014 0.000)",442
"POINT (482666.784 4736416.355 0.000)",443
"POINT (482671.526 4736414.740 0.000)",444
"POINT (482676.333 4736413.186 0.000)",445
"POINT (482681.207 4736411.716 0.000)",446
"POINT (482686.138 4736410.360 0.000)",447
"POINT (482691.105 4736409.153 0.000)",448
"POINT (482696.068 4736408.124 0.000)",449
"POINT (482700.986 4736407.286 0.000)",450
"POINT (482705.817 4736406.639 0.000)",451
"POINT (482710.538 4736406.168 0.000)",452
"POINT (482715.141 4736405.853 0.000)",453
"POINT (482719.637 4736405.671 0.000)",454
"POINT (482724.053 4736405.608 0.000)",455
"POINT (482728.423 4736405.651 0.000)",456
"POINT (482732.782 4736405.791 0.000)",457
"POINT (482737.168 4736406.023 0.000)",458
"POINT (482741.612 4736406.343 0.000)",459
"POINT (482746.140 4736406.750 0.000)",460
"POINT (482750.772 4736407.247 0.000)",461
"POINT (482755.512 4736407.839 0.000)",462
"POINT (482760.343 4736408.541 0.000)",463
"POINT (482765.221 4736409.368 0.000)",464
"POINT (482770.072 4736410.332 0.000)",465
"POINT (482774.785 4736411.421 0.000)",466
"POINT (482779.248 4736412.564 0.000)",467
"POINT (482783.443 4736413.624 0.000)",468
"POINT (482787.443 4736414.536 0.000)",469
"POINT (482791.347 4736415.282 0.000)",470
"POINT (482795.203 4736415.922 0.000)",471
"POINT (482799.027 4736416.442 0.000)",472
"POINT (482802.886 4736416.876 0.000)",473
"POINT (482806.768 4736417.268 0.000)",474
"POINT (482810.649 4736417.608 0.000)",475
"POINT (482814.565 4736417.873 0.000)",476
"POINT (482818.546 4736418.095 0.000)",477
"POINT (482822.573 4736418.302 0.000)",478
"POINT (482826.633 4736418.510 0.000)",479
"POINT (482830.724 4736418.748 0.000)",480
"POINT (482511.073 4736164.054 0.000)",481
"POINT (482508.394 4736170.178 0.000)",482
"POINT (482505.687 4736176.274 0.000)",483
"POINT (482502.905 4736182.119 0.000)",484
"POINT (482500.223 4736187.622 0.000)",485
"POINT (482497.878 4736192.926 0.000)",486
"POINT (482495.986 4736198.347 0.000)",487
"POINT (482494.425 4736204.138 0.000)",488
"POINT (482492.879 4736210.235 0.000)",489
"POINT (482491.133 4736216.236 0.000)",490
"POINT (482489.256 4736221.823 0.000)",491
"POINT (482487.368 4736226.954 0.000)",492
"POINT (482485.533 4736231.717 0.000)",493
"POINT (482483.771 4736236.222 0.000)",494
"POINT (482482.084 4736240.567 0.000)",495
"POINT (482480.469 4736244.838 0.000)",496
"POINT (482478.926 4736249.113 0.000)",497
"POINT (482477.472 4736253.457 0.000)",498
"POINT (482476.129 4736257.907 0.000)",499
"POINT (482474.921 4736262.470 0.000)",500
"POINT (482473.859 4736267.121 0.000)",501
"POINT (482472.941 4736271.830 0.000)",502
"POINT (482472.148 4736276.567 0.000)",503
"POINT (482471.463 4736281.320 0.000)",504
"POINT (482470.869 4736286.089 0.000)",505
"POINT (482470.359 4736290.884 0.000)",506
"POINT (482469.927 4736295.725 0.000)",507
"POINT (482469.573 4736300.642 0.000)",508
"POINT (482469.300 4736305.677 0.000)",509
"POINT (482469.118 4736310.880 0.000)",510
"POINT (482469.042 4736316.318 0.000)",511
"POINT (482469.100 4736322.073 0.000)",512
"POINT (482469.356 4736328.239 0.000)",513
"POINT (482469.938 4736334.871 0.000)",514
"POINT (482471.019 4736341.892 0.000)",515
"POINT (482472.716 4736349.052 0.000)",516
"POINT (482474.986 4736356.064 0.000)",517
"POINT (482477.699 4736362.762 0.000)",518
"POINT (482480.742 4736369.094 0.000)",519
"POINT (482484.034 4736375.059 0.000)",520
"POINT (482487.504 4736380.689 0.000)",521
"POINT (482491.094 4736386.041 0.000)",522
"POINT (482494.785 4736391.188 0.000)",523
"POINT (482498.587 4736396.200 0.000)",524
"POINT (482502.534 4736401.138 0.000)",525
"POINT (482506.683 4736406.043 0.000)",526
"POINT (482511.109 4736410.907 0.000)",527
"POINT (482515.865 4736415.644 0.000)",528
"POINT (482520.925 4736420.102 0.000)",529
"POINT (482526.159 4736424.139 0.000)",530
"POINT (482531.395 4736427.709 0.000)",531
"POINT (482536.518 4736430.858 0.000)",532
"POINT (482541.491 4736433.662 0.000)",533
"POINT (482546.337 4736436.186 0.000)",534
"POINT (482551.099 4736438.460 0.000)",535
"POINT (482555.812 4736440.492 0.000)",536
"POINT (482560.499 4736442.273 0.000)",537
"POINT (482565.168 4736443.791 0.000)",538
"POINT (482569.818 4736445.035 0.000)",539
"POINT (482574.439 4736445.993 0.000)",540
"POINT (482579.013 4736446.652 0.000)",541
"POINT (482583.507 4736446.999 0.000)",542
"POINT (482587.877 4736447.031 0.000)",543
"POINT (482592.074 4736446.764 0.000)",544
"POINT (482596.062 4736446.236 0.000)",545
"POINT (482599.830 4736445.495 0.000)",546
"POINT (482603.395 4736444.587 0.000)",547
"POINT (482606.792 4736443.541 0.000)",548
"POINT (482610.065 4736442.371 0.000)",549
"POINT (482613.269 4736441.073 0.000)",550
"POINT (482616.467 4736439.627 0.000)",551
"POINT (482619.736 4736438.008 0.000)",552
"POINT (482623.171 4736436.198 0.000)",553
"POINT (482626.865 4736434.220 0.000)",554
"POINT (482630.868 4736432.153 0.000)",555
"POINT (482635.147 4736430.104 0.000)",556
"POINT (482639.604 4736428.134 0.000)",557
"POINT (482644.148 4736426.252 0.000)",558
"POINT (482648.725 4736424.442 0.000)",559
"POINT (482653.316 4736422.685 0.000)",560
"POINT (482657.922 4736420.969 0.000)",561
"POINT (482662.555 4736419.286 0.000)",562
"POINT (482667.230 4736417.641 0.000)",563
"POINT (482671.958 4736416.042 0.000)",564
"POINT (482676.746 4736414.505 0.000)",565
"POINT (482681.592 4736413.051 0.000)",566
"POINT (482686.489 4736411.708 0.000)",567
"POINT (482691.411 4736410.505 0.000)",568
"POINT (482696.325 4736409.469 0.000)",569
"POINT (482701.191 4736408.613 0.000)",570
"POINT (482705.973 4736407.939 0.000)",571
"POINT (482710.649 4736407.436 0.000)",572
"POINT (482715.212 4736407.090 0.000)",573
"POINT (482719.673 4736406.883 0.000)",574
"POINT (482724.057 4736406.802 0.000)",575
"POINT (482728.398 4736406.838 0.000)",576
"POINT (482732.730 4736406.981 0.000)",577
"POINT (482737.090 4736407.225 0.000)",578
"POINT (482741.509 4736407.565 0.000)",579
"POINT (482746.013 4736407.998 0.000)",580
"POINT (482750.620 4736408.524 0.000)",581
"POINT (482755.333 4736409.144 0.000)",582
"POINT (482760.133 4736409.866 0.000)",583
"POINT (482764.978 4736410.696 0.000)",584
"POINT (482769.795 4736411.639 0.000)",585
"POINT (482774.484 4736412.677 0.000)",586
"POINT (482778.952 4736413.747 0.000)",587
"POINT (482783.179 4736414.746 0.000)",588
"POINT (482787.221 4736415.616 0.000)",589
"POINT (482791.160 4736416.347 0.000)",590
"POINT (482795.045 4736416.973 0.000)",591
"POINT (482798.899 4736417.493 0.000)",592
"POINT (482802.773 4736417.936 0.000)",593
"POINT (482806.667 4736418.331 0.000)",594
"POINT (482810.566 4736418.673 0.000)",595
"POINT (482814.498 4736418.954 0.000)",596
"POINT (482818.487 4736419.191 0.000)",597
"POINT (482822.516 4736419.406 0.000)",598
"POINT (482826.572 4736419.623 0.000)",599
"POINT (482830.651 4736419.865 0.000)",600
"POINT (482509.405 4736163.302 0.000)",601
"POINT (482506.715 4736169.452 0.000)",602
"POINT (482504.050 4736175.530 0.000)",603
"POINT (482501.352 4736181.374 0.000)",604
"POINT (482498.747 4736186.933 0.000)",605
"POINT (482496.413 4736192.342 0.000)",606
"POINT (482494.448 4736197.872 0.000)",607
"POINT (482492.787 4736203.718 0.000)",608
