WKT,node
"POINT (629971.427 4783725.179 0.000)",218
"POINT (629970.568 4783726.276 0.000)",219
"POINT (629969.802 4783727.416 0.000)",220
"POINT (629969.072 4783728.573 0.000)",221
"POINT (629968.345 4783729.749 0.000)",222
"POINT (629967.585 4783730.938 0.000)",223
"POINT (629966.738 4783732.122 0.000)",224
"POINT (629965.713 4783733.259 0.000)",225
"POINT (629964.476 4783734.269 0.000)",226
"POINT (629963.132 4783735.131 0.000)",227
"POINT (629961.749 4783735.885 0.000)",228
"POINT (629960.318 4783736.520 0.000)",229
"POINT (629958.816 4783736.964 0.000)",230
"POINT (629957.273 4783737.195 0.000)",231
"POINT (629955.724 4783737.298 0.000)",232
"POINT (629954.169 4783737.334 0.000)",233
"POINT (629952.601 4783737.303 0.000)",234
"POINT (629951.027 4783737.153 0.000)",235
"POINT (629949.481 4783736.830 0.000)",236
"POINT (629947.968 4783736.371 0.000)",237
"POINT (629946.464 4783735.824 0.000)",238
"POINT (629944.965 4783735.180 0.000)",239
"POINT (629943.516 4783734.383 0.000)",240
"POINT (629942.198 4783733.415 0.000)",241
"POINT (629940.994 4783732.338 0.000)",242
"POINT (629939.850 4783731.197 0.000)",243
"POINT (629938.756 4783729.989 0.000)",244
"POINT (629937.762 4783728.683 0.000)",245
"POINT (629936.935 4783727.282 0.000)",246
"POINT (629936.245 4783725.831 0.000)",247
"POINT (629935.627 4783724.352 0.000)",248
"POINT (629935.064 4783722.840 0.000)",249
"POINT (629934.588 4783721.285 0.000)",250
"POINT (629989.368 4783736.965 0.000)",251
"POINT (629989.147 4783735.068 0.000)",252
"POINT (629988.867 4783733.171 0.000)",253
"POINT (629988.459 4783731.293 0.000)",254
"POINT (629987.907 4783729.486 0.000)",255
"POINT (629987.236 4783727.773 0.000)",256
"POINT (629986.425 4783726.147 0.000)",257
"POINT (629985.423 4783724.628 0.000)",258
"POINT (629984.172 4783723.342 0.000)",259
"POINT (629982.737 4783722.417 0.000)",260
"POINT (629981.212 4783721.807 0.000)",261
"POINT (629979.633 4783721.502 0.000)",262
"POINT (629978.056 4783721.481 0.000)",263
"POINT (629976.494 4783721.676 0.000)",264
"POINT (629974.937 4783722.107 0.000)",265
"POINT (629973.444 4783722.816 0.000)",266
"POINT (629972.119 4783723.749 0.000)",267
"POINT (629971.033 4783724.836 0.000)",268
"POINT (629970.156 4783725.986 0.000)",269
"POINT (629969.385 4783727.148 0.000)",270
"POINT (629968.652 4783728.312 0.000)",271
"POINT (629967.920 4783729.483 0.000)",272
"POINT (629967.161 4783730.654 0.000)",273
"POINT (629966.328 4783731.794 0.000)",274
"POINT (629965.336 4783732.856 0.000)",275
"POINT (629964.148 4783733.806 0.000)",276
"POINT (629962.845 4783734.645 0.000)",277
"POINT (629961.498 4783735.388 0.000)",278
"POINT (629960.123 4783736.005 0.000)",279
"POINT (629958.701 4783736.426 0.000)",280
"POINT (629957.220 4783736.645 0.000)",281
"POINT (629955.701 4783736.743 0.000)",282
"POINT (629954.167 4783736.776 0.000)",283
"POINT (629952.630 4783736.744 0.000)",284
"POINT (629951.110 4783736.600 0.000)",285
"POINT (629949.623 4783736.289 0.000)",286
"POINT (629948.150 4783735.835 0.000)",287
"POINT (629946.676 4783735.288 0.000)",288
"POINT (629945.217 4783734.654 0.000)",289
"POINT (629943.828 4783733.893 0.000)",290
"POINT (629942.563 4783732.971 0.000)",291
"POINT (629941.391 4783731.922 0.000)",292
"POINT (629940.269 4783730.797 0.000)",293
"POINT (629939.201 4783729.614 0.000)",294
"POINT (629938.241 4783728.359 0.000)",295
"POINT (629937.442 4783727.017 0.000)",296
"POINT (629936.769 4783725.600 0.000)",297
"POINT (629936.162 4783724.140 0.000)",298
"POINT (629935.611 4783722.653 0.000)",299
"POINT (629935.147 4783721.137 0.000)",300
"POINT (629990.053 4783736.890 0.000)",301
"POINT (629989.834 4783734.982 0.000)",302
"POINT (629989.559 4783733.051 0.000)",303
"POINT (629989.136 4783731.113 0.000)",304
"POINT (629988.548 4783729.259 0.000)",305
"POINT (629987.847 4783727.503 0.000)",306
"POINT (629987.007 4783725.818 0.000)",307
"POINT (629985.959 4783724.210 0.000)",308
"POINT (629984.583 4783722.824 0.000)",309
"POINT (629983.015 4783721.861 0.000)",310
"POINT (629981.383 4783721.224 0.000)",311
"POINT (629979.685 4783720.910 0.000)",312
"POINT (629978.020 4783720.904 0.000)",313
"POINT (629976.386 4783721.099 0.000)",314
"POINT (629974.728 4783721.531 0.000)",315
"POINT (629973.132 4783722.288 0.000)",316
"POINT (629971.733 4783723.301 0.000)",317
"POINT (629970.610 4783724.486 0.000)",318
"POINT (629969.731 4783725.695 0.000)",319
"POINT (629968.965 4783726.880 0.000)",320
"POINT (629968.231 4783728.049 0.000)",321
"POINT (629967.499 4783729.217 0.000)",322
"POINT (629966.747 4783730.373 0.000)",323
"POINT (629965.938 4783731.477 0.000)",324
"POINT (629964.986 4783732.469 0.000)",325
"POINT (629963.834 4783733.358 0.000)",326
"POINT (629962.563 4783734.171 0.000)",327
"POINT (629961.251 4783734.905 0.000)",328
"POINT (629959.934 4783735.516 0.000)",329
"POINT (629958.594 4783735.916 0.000)",330
"POINT (629957.170 4783736.110 0.000)",331
"POINT (629955.681 4783736.197 0.000)",332
"POINT (629954.165 4783736.226 0.000)",333
"POINT (629952.655 4783736.199 0.000)",334
"POINT (629951.188 4783736.070 0.000)",335
"POINT (629949.765 4783735.767 0.000)",336
"POINT (629948.333 4783735.309 0.000)",337
"POINT (629946.887 4783734.762 0.000)",338
"POINT (629945.460 4783734.144 0.000)",339
"POINT (629944.122 4783733.425 0.000)",340
"POINT (629942.916 4783732.545 0.000)",341
"POINT (629941.782 4783731.515 0.000)",342
"POINT (629940.681 4783730.404 0.000)",343
"POINT (629939.632 4783729.248 0.000)",344
"POINT (629938.696 4783728.047 0.000)",345
"POINT (629937.933 4783726.762 0.000)",346
"POINT (629937.284 4783725.375 0.000)",347
"POINT (629936.690 4783723.933 0.000)",348
"POINT (629936.145 4783722.468 0.000)",349
"POINT (629935.691 4783720.994 0.000)",350
"POINT (629990.739 4783736.815 0.000)",351
"POINT (629990.528 4783734.899 0.000)",352
"POINT (629990.270 4783732.933 0.000)",353
"POINT (629989.836 4783730.919 0.000)",354
"POINT (629989.202 4783729.020 0.000)",355
"POINT (629988.475 4783727.224 0.000)",356
"POINT (629987.615 4783725.481 0.000)",357
"POINT (629986.542 4783723.766 0.000)",358
"POINT (629985.017 4783722.243 0.000)",359
"POINT (629983.299 4783721.265 0.000)",360
"POINT (629981.566 4783720.601 0.000)",361
"POINT (629979.730 4783720.278 0.000)",362
"POINT (629977.981 4783720.302 0.000)",363
"POINT (629976.283 4783720.494 0.000)",364
"POINT (629974.511 4783720.907 0.000)",365
"POINT (629972.794 4783721.729 0.000)",366
"POINT (629971.309 4783722.828 0.000)",367
"POINT (629970.156 4783724.135 0.000)",368
"POINT (629969.293 4783725.408 0.000)",369
"POINT (629968.541 4783726.614 0.000)",370
"POINT (629967.810 4783727.786 0.000)",371
"POINT (629967.079 4783728.951 0.000)",372
"POINT (629966.338 4783730.099 0.000)",373
"POINT (629965.567 4783731.176 0.000)",374
"POINT (629964.664 4783732.094 0.000)",375
"POINT (629963.536 4783732.919 0.000)",376
"POINT (629962.285 4783733.707 0.000)",377
"POINT (629961.004 4783734.439 0.000)",378
"POINT (629959.747 4783735.057 0.000)",379
"POINT (629958.501 4783735.434 0.000)",380
"POINT (629957.130 4783735.589 0.000)",381
"POINT (629955.663 4783735.657 0.000)",382
"POINT (629954.163 4783735.682 0.000)",383
"POINT (629952.676 4783735.666 0.000)",384
"POINT (629951.257 4783735.565 0.000)",385
"POINT (629949.909 4783735.266 0.000)",386
"POINT (629948.518 4783734.795 0.000)",387
"POINT (629947.095 4783734.246 0.000)",388
"POINT (629945.692 4783733.646 0.000)",389
"POINT (629944.395 4783732.979 0.000)",390
"POINT (629943.262 4783732.139 0.000)",391
"POINT (629942.169 4783731.118 0.000)",392
"POINT (629941.088 4783730.017 0.000)",393
"POINT (629940.048 4783728.887 0.000)",394
"POINT (629939.127 4783727.746 0.000)",395
"POINT (629938.410 4783726.520 0.000)",396
"POINT (629937.794 4783725.156 0.000)",397
"POINT (629937.212 4783723.728 0.000)",398
"POINT (629936.669 4783722.285 0.000)",399
"POINT (629936.216 4783720.855 0.000)",400
"POINT (629991.424 4783736.740 0.000)",401
"POINT (629991.228 4783734.823 0.000)",402
"POINT (629991.002 4783732.827 0.000)",403
"POINT (629990.563 4783730.702 0.000)",404
"POINT (629989.867 4783728.768 0.000)",405
"POINT (629989.122 4783726.940 0.000)",406
"POINT (629988.246 4783725.141 0.000)",407
"POINT (629987.190 4783723.312 0.000)",408
"POINT (629985.464 4783721.574 0.000)",409
"POINT (629983.582 4783720.635 0.000)",410
"POINT (629981.772 4783719.936 0.000)",411
"POINT (629979.753 4783719.599 0.000)",412
"POINT (629977.935 4783719.682 0.000)",413
"POINT (629976.192 4783719.863 0.000)",414
"POINT (629974.291 4783720.216 0.000)",415
"POINT (629972.427 4783721.143 0.000)",416
"POINT (629970.839 4783722.315 0.000)",417
"POINT (629969.664 4783723.793 0.000)",418
"POINT (629968.841 4783725.130 0.000)",419
"POINT (629968.115 4783726.353 0.000)",420
"POINT (629967.390 4783727.523 0.000)",421
"POINT (629966.662 4783728.688 0.000)",422
"POINT (629965.934 4783729.833 0.000)",423
"POINT (629965.210 4783730.899 0.000)",424
"POINT (629964.376 4783731.729 0.000)",425
"POINT (629963.253 4783732.485 0.000)",426
"POINT (629962.011 4783733.250 0.000)",427
"POINT (629960.753 4783733.985 0.000)",428
"POINT (629959.554 4783734.629 0.000)",429
"POINT (629958.429 4783734.982 0.000)",430
"POINT (629957.101 4783735.077 0.000)",431
"POINT (629955.649 4783735.121 0.000)",432
"POINT (629954.160 4783735.143 0.000)",433
"POINT (629952.687 4783735.143 0.000)",434
"POINT (629951.314 4783735.088 0.000)",435
"POINT (629950.061 4783734.786 0.000)",436
"POINT (629948.708 4783734.290 0.000)",437
"POINT (629947.301 4783733.735 0.000)",438
"POINT (629945.910 4783733.156 0.000)",439
"POINT (629944.642 4783732.557 0.000)",440
"POINT (629943.604 4783731.756 0.000)",441
"POINT (629942.556 4783730.730 0.000)",442
"POINT (629941.489 4783729.634 0.000)",443
"POINT (629940.450 4783728.527 0.000)",444
"POINT (629939.526 4783727.455 0.000)",445
"POINT (629938.876 4783726.299 0.000)",446
"POINT (629938.299 4783724.945 0.000)",447
"POINT (629937.729 4783723.524 0.000)",448
"POINT (629937.182 4783722.098 0.000)",449
"POINT (629936.719 4783720.722 0.000)",450
"POINT (629992.098 4783736.666 0.000)",451
"POINT (629991.930 4783734.756 0.000)",452
"POINT (629991.754 4783732.744 0.000)",453
"POINT (629991.315 4783730.436 0.000)",454
"POINT (629990.535 4783728.504 0.000)",455
"POINT (629989.789 4783726.658 0.000)",456
"POINT (629988.895 4783724.804 0.000)",457
"POINT (629987.918 4783722.888 0.000)",458
"POINT (629985.866 4783720.784 0.000)",459
"POINT (629983.855 4783719.979 0.000)",460
"POINT (629982.021 4783719.246 0.000)",461
"POINT (629979.724 4783718.879 0.000)",462
"POINT (629977.880 4783719.051 0.000)",463
"POINT (629976.120 4783719.216 0.000)",464
"POINT (629974.115 4783719.403 0.000)",465
"POINT (629972.029 4783720.543 0.000)",466
"POINT (629970.330 4783721.705 0.000)",467
"POINT (629969.137 4783723.477 0.000)",468
"POINT (629968.377 4783724.865 0.000)",469
"POINT (629967.694 4783726.097 0.000)",470
"POINT (629966.969 4783727.261 0.000)",471
"POINT (629966.244 4783728.426 0.000)",472
"POINT (629965.529 4783729.575 0.000)",473
"POINT (629964.856 4783730.656 0.000)",474
"POINT (629964.129 4783731.362 0.000)",475
"POINT (629962.983 4783732.049 0.000)",476
"POINT (629961.739 4783732.796 0.000)",477
"POINT (629960.495 4783733.543 0.000)",478
"POINT (629959.342 4783734.234 0.000)",479
"POINT (629958.396 4783734.555 0.000)",480
"POINT (629957.087 4783734.571 0.000)",481
"POINT (629955.640 4783734.589 0.000)",482
"POINT (629954.154 4783734.607 0.000)",483
"POINT (629952.687 4783734.626 0.000)",484
"POINT (629951.337 4783734.642 0.000)",485
"POINT (629950.231 4783734.326 0.000)",486
"POINT (629948.904 4783733.791 0.000)",487
"POINT (629947.506 4783733.228 0.000)",488
"POINT (629946.114 4783732.667 0.000)",489
"POINT (629944.840 4783732.154 0.000)",490
"POINT (629943.955 4783731.400 0.000)",491
"POINT (629942.945 4783730.350 0.000)",492
"POINT (629941.888 4783729.251 0.000)",493
"POINT (629940.839 4783728.162 0.000)",494
"POINT (629939.877 4783727.161 0.000)",495
"POINT (629939.340 4783726.102 0.000)",496
"POINT (629938.804 4783724.742 0.000)",497
"POINT (629938.244 4783723.322 0.000)",498
"POINT (629937.686 4783721.906 0.000)",499
"POINT (629937.173 4783720.602 0.000)",500
