WKT,node
"POINT (586165.282 5036685.287 215.616)",90
"POINT (586188.563 5036774.255 215.616)",91
"POINT (586195.215 5036785.48 215.616)",92
"POINT (586223.069 5036833.705 215.616)",93
"POINT (586264.227 5036867.795 215.616)",94
"POINT (586293.744 5036889.414 215.616)",95
"POINT (586351.116 5036925.998 215.616)",96
"POINT (586398.51 5036963.415 215.616)",97
"POINT (586447.151 5037000.415 215.616)",98
"POINT (586487.893 5037032.843 215.616)",99
"POINT (586531.545 5037093.956 215.616)",100
"POINT (586537.365 5037123.473 215.616)",101
"POINT (586534.04 5037156.316 215.616)",102
"POINT (586519.489 5037199.137 215.616)",103
"POINT (586495.376 5037254.846 215.616)",104
"POINT (586475.421 5037281.868 215.616)",105
"POINT (586453.803 5037285.194 215.616)",106
"POINT (586418.465 5037265.655 215.616)",107
"POINT (586356.105 5037212.025 215.616)",108
"POINT (586302.059 5037167.125 215.616)",109
"POINT (586231.384 5037102.686 215.616)",110
"POINT (586135.765 5037036.584 215.616)",111
"POINT (586038.482 5036992.932 215.616)",112
"POINT (585950.762 5036929.324 215.616)",113
"POINT (585868.862 5036869.458 215.616)",114
"POINT (585787.794 5036777.996 215.616)",115
"POINT (585751.625 5036731.434 215.616)",116
"POINT (585718.366 5036683.624 215.616)",117
"POINT (585682.612 5036636.646 215.616)",118
"POINT (585654.342 5036608.792 215.616)",119
"POINT (585636.881 5036587.589 215.616)",120
"POINT (585621.915 5036565.14 215.616)",121
"POINT (585619.421 5036536.454 215.616)",122
"POINT (585621.915 5036498.622 215.616)",123
"POINT (585648.106 5036469.105 215.616)",124
"POINT (585562.465 5036463.7 221.712)",125
"POINT (585551.24 5036473.262 221.712)",126
"POINT (585534.61 5036497.79 221.712)",127
"POINT (585565.375 5036553.083 221.712)",128
"POINT (585622.746 5036613.365 221.712)",129
"POINT (585668.477 5036664.501 221.712)",130
"POINT (585702.568 5036703.164 221.712)",131
"POINT (585756.198 5036773.423 221.712)",132
"POINT (585856.39 5036907.29 221.712)",133
"POINT (585939.953 5036984.617 221.712)",134
"POINT (586039.73 5037060.697 221.712)",135
"POINT (586156.967 5037135.114 221.712)",136
"POINT (586248.429 5037176.272 221.712)",137
"POINT (586319.104 5037283.531 221.712)",138
"POINT (586390.195 5037409.499 221.712)",139
"POINT (586450.892 5037458.14 221.712)",140
"POINT (586595.984 5037540.456 221.712)",141
"POINT (586621.344 5037523.411 221.712)",142
"POINT (586610.535 5037478.927 221.712)",143
"POINT (586566.883 5037384.139 221.712)",144
"POINT (586529.466 5037291.43 221.712)",145
"POINT (586526.972 5037235.306 221.712)",146
"POINT (586536.118 5037207.452 221.712)",147
"POINT (586547.759 5037176.272 221.712)",148
"POINT (586573.95 5037125.552 221.712)",149
"POINT (586588.501 5037101.855 221.712)",150
"POINT (586595.153 5037063.607 221.712)",151
"POINT (586597.647 5037029.517 221.712)",152
"POINT (586608.041 5036990.022 221.712)",153
"POINT (586635.479 5036907.706 221.712)",154
"POINT (586637.974 5036870.29 221.712)",155
"POINT (586619.265 5036791.716 221.712)",156
"POINT (586602.636 5036721.872 221.712)",157
"POINT (586598.063 5036674.478 221.712)",158
"POINT (586596.4 5036569.713 221.712)",159
"POINT (586597.647 5036510.678 221.712)",160
"POINT (586586.838 5036460.374 221.712)",161
"POINT (586554.826 5036417.969 221.712)",162
"POINT (586521.568 5036381.384 221.712)",163
"POINT (586463.78 5036341.058 221.712)",164
"POINT (586417.634 5036319.855 221.712)",165
"POINT (586328.666 5036255.001 221.712)",166
"POINT (586260.07 5036246.686 221.712)",167
"POINT (586197.709 5036253.338 221.712)",168
"POINT (586111.236 5036305.305 221.712)",169
"POINT (586075.899 5036319.44 221.712)",170
"POINT (586028.089 5036325.26 221.712)",171
"POINT (586006.471 5036323.181 221.712)",172
"POINT (585959.908 5036316.53 221.712)",173
"POINT (585909.604 5036305.305 221.712)",174
"POINT (585854.727 5036343.968 221.712)",175
"POINT (585822.715 5036372.238 221.712)",176
"POINT (585765.76 5036398.014 221.712)",177
"POINT (585695.084 5036413.396 221.712)",178
"POINT (585658.915 5036423.789 221.712)",179
"POINT (585604.454 5036450.397 221.712)",180
"POINT (586322.846 5036533.544 221.712)",181
"POINT (586309.126 5036521.903 221.712)",182
"POINT (586278.778 5036503.195 221.712)",183
"POINT (586232.215 5036472.846 221.712)",184
"POINT (586190.642 5036457.88 221.712)",185
"POINT (586174.012 5036470.768 221.712)",186
"POINT (586174.012 5036504.026 221.712)",187
"POINT (586186.069 5036558.488 221.712)",188
"POINT (586194.799 5036604.635 221.712)",189
"POINT (586199.788 5036652.028 221.712)",190
"POINT (586213.091 5036707.321 221.712)",191
"POINT (586234.294 5036758.041 221.712)",192
"POINT (586249.676 5036787.974 221.712)",193
"POINT (586267.969 5036809.177 221.712)",194
"POINT (586306.216 5036837.447 221.712)",195
"POINT (586334.071 5036863.222 221.712)",196
"POINT (586389.779 5036879.436 221.712)",197
"POINT (586453.387 5036875.694 221.712)",198
"POINT (586487.061 5036849.503 221.712)",199
"POINT (586509.927 5036812.087 221.712)",200
"POINT (586515.331 5036768.85 221.712)",201
"POINT (586502.444 5036726.445 221.712)",202
"POINT (586441.33 5036649.118 221.712)",203
"POINT (586415.555 5036617.522 221.712)",204
"POINT (586388.532 5036582.601 221.712)",205
"POINT (587152.966 5039103.26 224.76)",206
"POINT (587162.944 5039084.136 224.76)",207
"POINT (587207.012 5039063.349 224.76)",208
"POINT (587261.058 5039052.54 224.76)",209
"POINT (587332.564 5039046.719 224.76)",210
"POINT (587401.577 5039038.405 224.76)",211
"POINT (587423.195 5039053.371 224.76)",212
"POINT (587443.982 5039081.641 224.76)",213
"POINT (587474.746 5039113.237 224.76)",214
"POINT (587503.016 5039147.328 224.76)",215
"POINT (587537.938 5039187.238 224.76)",216
"POINT (587574.523 5039210.519 224.76)",217
"POINT (587627.737 5039217.171 224.76)",218
"POINT (587643.535 5039232.138 224.76)",219
"POINT (587656.007 5039263.734 224.76)",220
"POINT (587644.366 5039279.532 224.76)",221
"POINT (587625.242 5039296.992 224.76)",222
"POINT (587590.321 5039301.981 224.76)",223
"POINT (587518.814 5039287.015 224.76)",224
"POINT (587432.341 5039267.06 224.76)",225
"POINT (587375.801 5039254.587 224.76)",226
"POINT (587328.407 5039254.587 224.76)",227
"POINT (587273.53 5039237.958 224.76)",228
"POINT (587233.619 5039198.047 224.76)",229
"POINT (587196.203 5039140.676 224.76)",230
"POINT (583516.811 5035578.986 227.808)",231
"POINT (583540.643 5035572.176 227.808)",232
"POINT (583635.971 5035582.39 227.808)",233
"POINT (583687.04 5035586.93 227.808)",234
"POINT (583714.277 5035599.413 227.808)",235
"POINT (583724.49 5035633.459 227.808)",236
"POINT (583700.658 5035676.584 227.808)",237
"POINT (583694.984 5035710.63 227.808)",238
"POINT (583761.941 5035802.553 227.808)",239
"POINT (583834.572 5035858.162 227.808)",240
"POINT (583902.664 5035902.421 227.808)",241
"POINT (583932.17 5035926.253 227.808)",242
"POINT (583914.012 5035943.276 227.808)",243
"POINT (583826.628 5035954.625 227.808)",244
"POINT (583749.457 5035948.951 227.808)",245
"POINT (583650.724 5035900.151 227.808)",246
"POINT (583537.238 5035825.251 227.808)",247
"POINT (583470.281 5035778.721 227.808)",248
"POINT (583414.673 5035763.968 227.808)",249
"POINT (583373.818 5035744.675 227.808)",250
"POINT (583334.098 5035711.764 227.808)",251
"POINT (583281.894 5035701.551 227.808)",252
"POINT (583247.849 5035703.82 227.808)",253
"POINT (583224.016 5035700.416 227.808)",254
"POINT (583202.454 5035675.449 227.808)",255
"POINT (583221.747 5035624.38 227.808)",256
"POINT (583263.737 5035571.042 227.808)",257
"POINT (583330.693 5035564.232 227.808)",258
"POINT (583398.785 5035593.739 227.808)",259
"POINT (583423.752 5035610.762 227.808)",260
"POINT (583471.416 5035600.548 227.808)",261
"POINT (585872.396 5035395.051 227.808)",262
"POINT (585861.795 5035382.163 227.808)",263
"POINT (585855.143 5035355.764 227.808)",264
"POINT (585848.699 5035320.426 227.808)",265
"POINT (585831.446 5035296.729 227.808)",266
"POINT (585826.041 5035276.566 227.808)",267
"POINT (585832.485 5035267.42 227.808)",268
"POINT (585849.946 5035275.111 227.808)",269
"POINT (585858.469 5035285.297 227.808)",270
"POINT (585869.278 5035300.471 227.808)",271
"POINT (585884.66 5035319.803 227.808)",272
"POINT (585899.627 5035348.904 227.808)",273
"POINT (585906.902 5035380.916 227.808)",274
"POINT (584414.618 5035480.277 227.808)",275
"POINT (584415.449 5035455.333 227.808)",276
"POINT (584437.899 5035442.029 227.808)",277
"POINT (584464.506 5035439.535 227.808)",278
"POINT (584501.922 5035465.31 227.808)",279
"POINT (584521.878 5035489.423 227.808)",280
"POINT (584534.35 5035526.008 227.808)",281
"POINT (584556.799 5035600.84 227.808)",282
"POINT (584574.26 5035646.571 227.808)",283
"POINT (584549.316 5035692.302 227.808)",284
"POINT (584571.766 5035705.606 227.808)",285
"POINT (584640.778 5035695.628 227.808)",286
"POINT (584677.363 5035735.539 227.808)",287
"POINT (584679.026 5035779.607 227.808)",288
"POINT (584657.408 5035851.945 227.808)",289
"POINT (584604.193 5035914.305 227.808)",290
"POINT (584529.361 5035947.564 227.808)",291
"POINT (584479.473 5035935.923 227.808)",292
"POINT (584427.09 5035886.035 227.808)",293
"POINT (584413.786 5035792.91 227.808)",294
"POINT (584436.236 5035640.751 227.808)",295
"POINT (584994.985 5036249.388 227.808)",296
"POINT (584986.67 5036226.938 227.808)",297
"POINT (585011.615 5036227.77 227.808)",298
"POINT (585037.39 5036242.736 227.808)",299
"POINT (585054.851 5036271.838 227.808)",300
"POINT (585067.323 5036291.793 227.808)",301
"POINT (585054.02 5036285.973 227.808)",302
"POINT (585027.413 5036271.838 227.808)",303
"POINT (585011.615 5036264.355 227.808)",304
"POINT (586512.421 5036109.701 227.808)",305
"POINT (586487.477 5036113.858 227.808)",306
"POINT (586440.915 5036147.117 227.808)",307
"POINT (586416.802 5036170.398 227.808)",308
"POINT (586378.554 5036182.039 227.808)",309
"POINT (586374.397 5036211.141 227.808)",310
"POINT (586383.543 5036240.242 227.808)",311
"POINT (586420.128 5036271.007 227.808)",312
"POINT (586478.331 5036314.243 227.808)",313
"POINT (586514.916 5036322.558 227.808)",314
"POINT (586539.028 5036278.49 227.808)",315
"POINT (586548.175 5036217.792 227.808)",316
"POINT (586546.512 5036139.634 227.808)",317
"POINT (585429.429 5036460.374 227.808)",318
"POINT (585428.182 5036437.509 227.808)",319
"POINT (585454.373 5036417.138 227.808)",320
"POINT (585547.914 5036435.43 227.808)",321
"POINT (585616.926 5036422.958 227.808)",322
"POINT (585735.411 5036395.519 227.808)",323
"POINT (585816.895 5036365.586 227.808)",324
"POINT (585843.502 5036336.485 227.808)",325
"POINT (585892.559 5036284.518 227.808)",326
"POINT (585943.695 5036303.226 227.808)",327
"POINT (585994.414 5036318.193 227.808)",328
"POINT (586053.033 5036317.361 227.808)",329
"POINT (586090.034 5036309.878 227.808)",330
"POINT (586165.698 5036253.338 227.808)",331
"POINT (586259.654 5036150.651 227.808)",332
"POINT (586327.835 5036050.459 227.808)",333
"POINT (586375.228 5036008.469 227.808)",334
"POINT (586423.87 5035994.75 227.808)",335
"POINT (586497.871 5036000.155 227.808)",336
"POINT (586528.635 5036018.863 227.808)",337
"POINT (586548.175 5036097.021 227.808)",338
"POINT (586566.467 5036126.123 227.808)",339
"POINT (586615.524 5036203.449 227.808)",340
"POINT (586629.659 5036235.877 227.808)",341
"POINT (586635.479 5036292.833 227.808)",342
"POINT (586657.513 5036418.801 227.808)",343
"POINT (586660.839 5036632.073 227.808)",344
"POINT (586670.401 5036782.154 227.808)",345
"POINT (586674.143 5036867.38 227.808)",346
"POINT (586693.682 5036906.459 227.808)",347
"POINT (586726.525 5036947.201 227.808)",348
"POINT (586761.863 5036986.696 227.808)",349
"POINT (586761.863 5037013.303 227.808)",350
"POINT (586715.3 5037037.0 227.808)",351
"POINT (586672.064 5037058.618 227.808)",352
"POINT (586613.861 5037121.394 227.808)",353
"POINT (586584.344 5037158.395 227.808)",354
"POINT (586569.793 5037190.822 227.808)",355
"POINT (586569.793 5037234.059 227.808)",356
"POINT (586579.355 5037273.554 227.808)",357
"POINT (586600.142 5037349.633 227.808)",358
"POINT (586614.277 5037398.274 227.808)",359
"POINT (586634.232 5037438.601 227.808)",360
"POINT (586664.581 5037491.399 227.808)",361
"POINT (586686.199 5037517.175 227.808)",362
"POINT (586722.784 5037546.692 227.808)",363
"POINT (586729.435 5037596.165 227.808)",364
"POINT (586725.278 5037632.334 227.808)",365
"POINT (586709.48 5037643.143 227.808)",366
"POINT (586659.176 5037646.053 227.808)",367
"POINT (586630.906 5037643.974 227.808)",368
"POINT (586561.894 5037590.76 227.808)",369
"POINT (586471.263 5037513.433 227.808)",370
"POINT (586401.42 5037468.118 227.808)",371
"POINT (586356.936 5037415.32 227.808)",372
"POINT (586297.902 5037328.015 227.808)",373
"POINT (586260.901 5037249.025 227.808)",374
"POINT (586213.091 5037202.879 227.808)",375
"POINT (586091.281 5037151.327 227.808)",376
"POINT (585988.594 5037090.214 227.808)",377
"POINT (585914.177 5037013.719 227.808)",378
"POINT (585868.862 5036966.325 227.808)",379
"POINT (585804.423 5036898.56 227.808)",380
"POINT (585745.389 5036819.154 227.808)",381
"POINT (585711.714 5036765.524 227.808)",382
"POINT (585662.241 5036695.265 227.808)",383
"POINT (585604.454 5036633.736 227.808)",384
"POINT (585552.487 5036580.938 227.808)",385
"POINT (585441.486 5036497.79 227.808)",386
"POINT (586251.339 5036574.286 227.808)",387
"POINT (586235.957 5036573.454 227.808)",388
"POINT (586224.316 5036580.522 227.808)",389
"POINT (586223.485 5036599.646 227.808)",390
"POINT (586225.979 5036630.826 227.808)",391
"POINT (586228.889 5036662.838 227.808)",392
"POINT (586236.788 5036682.793 227.808)",393
"POINT (586248.845 5036706.49 227.808)",394
"POINT (586260.07 5036743.49 227.808)",395
"POINT (586278.362 5036767.187 227.808)",396
"POINT (586302.475 5036782.154 227.808)",397
"POINT (586324.093 5036785.895 227.808)",398
"POINT (586337.396 5036781.322 227.808)",399
"POINT (586342.385 5036758.873 227.808)",400
"POINT (586337.396 5036718.962 227.808)",401
"POINT (586327.419 5036683.624 227.808)",402
"POINT (586298.733 5036620.848 227.808)",403
"POINT (584423.244 5039479.085 230.856)",404
"POINT (584510.549 5039487.4 230.856)",405
"POINT (584576.235 5039464.95 230.856)",406
"POINT (584652.731 5039446.657 230.856)",407
"POINT (584721.743 5039458.298 230.856)",408
"POINT (584776.62 5039455.804 230.856)",409
"POINT (584789.923 5039441.669 230.856)",410
"POINT (584764.148 5039415.893 230.856)",411
"POINT (584737.541 5039400.926 230.856)",412
"POINT (584691.81 5039414.23 230.856)",413
"POINT (584588.707 5039427.534 230.856)",414
"POINT (584531.336 5039428.365 230.856)",415
"POINT (584464.818 5039395.938 230.856)",416
"POINT (584409.109 5039361.016 230.856)",417
"POINT (584383.334 5039346.881 230.856)",418
"POINT (584351.738 5039368.499 230.856)",419
"POINT (584367.536 5039405.915 230.856)",420
"POINT (584392.48 5039454.141 230.856)",421
"POINT (585127.189 5032361.218 230.856)",422
"POINT (585073.975 5032291.374 230.856)",423
"POINT (585098.088 5032244.812 230.856)",424
"POINT (585148.807 5032268.093 230.856)",425
"POINT (585159.617 5032285.554 230.856)",426
"POINT (585155.459 5032311.33 230.856)",427
"POINT (585142.156 5032347.914 230.856)",428
"POINT (585503.846 5034311.851 230.856)",429
"POINT (585467.261 5034276.098 230.856)",430
"POINT (585473.081 5034212.906 230.856)",431
"POINT (585502.183 5034193.782 230.856)",432
"POINT (585549.577 5034188.793 230.856)",433
"POINT (585571.195 5034206.254 230.856)",434
"POINT (585579.51 5034234.524 230.856)",435
"POINT (585568.701 5034280.255 230.856)",436
"POINT (585559.555 5034311.851 230.856)",437
"POINT (585529.622 5034320.166 230.856)",438
"POINT (585801.097 5035157.666 230.856)",439
"POINT (585796.94 5035171.593 230.856)",440
"POINT (585784.883 5035211.088 230.856)",441
"POINT (585795.069 5035248.92 230.856)",442
"POINT (585805.67 5035273.448 230.856)",443
"POINT (585820.845 5035299.639 230.856)",444
"POINT (585837.266 5035335.809 230.856)",445
"POINT (585849.946 5035367.197 230.856)",446
"POINT (585860.34 5035412.304 230.856)",447
"POINT (585860.547 5035435.377 230.856)",448
"POINT (585862.21 5035479.03 230.856)",449
"POINT (585879.463 5035496.698 230.856)",450
"POINT (585908.565 5035473.833 230.856)",451
"POINT (585919.166 5035435.377 230.856)",452
"POINT (585922.284 5035408.77 230.856)",453
"POINT (585918.127 5035383.826 230.856)",454
"POINT (585911.267 5035359.09 230.856)",455
"POINT (585903.576 5035341.837 230.856)",456
"POINT (585899.003 5035325.207 230.856)",457
"POINT (585889.025 5035302.134 230.856)",458
"POINT (585879.879 5035286.96 230.856)",459
"POINT (585848.283 5035247.88 230.856)",460
"POINT (585837.058 5035227.301 230.856)",461
"POINT (585829.991 5035205.06 230.856)",462
"POINT (585829.575 5035183.441 230.856)",463
"POINT (585826.249 5035135.632 230.856)",464
"POINT (585826.041 5035118.379 230.856)",465
"POINT (585819.182 5035109.44 230.856)",466
"POINT (585813.777 5035126.693 230.856)",467
"POINT (585809.62 5035138.75 230.856)",468
"POINT (585802.344 5035153.3 230.856)",469
"POINT (583132.072 5035702.695 230.856)",470
"POINT (583144.129 5035719.325 230.856)",471
"POINT (583160.758 5035726.392 230.856)",472
"POINT (583232.681 5035716.831 230.856)",473
"POINT (583320.401 5035727.224 230.856)",474
"POINT (583366.963 5035749.258 230.856)",475
"POINT (583395.233 5035771.708 230.856)",476
"POINT (583437.223 5035787.09 230.856)",477
"POINT (583494.178 5035814.528 230.856)",478
"POINT (583529.1 5035841.551 230.856)",479
"POINT (583557.37 5035875.642 230.856)",480
"POINT (583638.439 5035931.766 230.856)",481
"POINT (583684.585 5035954.631 230.856)",482
"POINT (583775.216 5035972.092 230.856)",483
"POINT (583791.845 5035975.418 230.856)",484
"POINT (583850.048 5035997.452 230.856)",485
"POINT (583881.644 5036022.396 230.856)",486
"POINT (583931.533 5036037.779 230.856)",487
"POINT (583969.365 5036029.048 230.856)",488
"POINT (584056.669 5036031.127 230.856)",489
"POINT (584085.355 5036034.453 230.856)",490
"POINT (584138.569 5036058.981 230.856)",491
"POINT (584203.008 5036086.42 230.856)",492
"POINT (584252.481 5036110.117 230.856)",493
"POINT (584316.088 5036142.128 230.856)",494
"POINT (584384.269 5036165.41 230.856)",495
"POINT (584434.573 5036179.129 230.856)",496
"POINT (584473.237 5036170.814 230.856)",497
"POINT (584577.586 5036091.409 230.856)",498
"POINT (584674.037 5035986.227 230.856)",499
"POINT (584697.318 5035954.216 230.856)",500
"POINT (584734.319 5035903.912 230.856)",501
"POINT (584752.611 5035874.394 230.856)",502
"POINT (584751.78 5035795.405 230.856)",503
"POINT (584715.611 5035748.426 230.856)",504
"POINT (584641.61 5035677.336 230.856)",505
"POINT (584603.778 5035684.819 230.856)",506
"POINT (584585.485 5035671.931 230.856)",507
"POINT (584590.058 5035644.077 230.856)",508
"POINT (584592.137 5035619.548 230.856)",509
"POINT (584570.519 5035568.413 230.856)",510
"POINT (584559.294 5035497.322 230.856)",511
"POINT (584566.361 5035444.108 230.856)",512
"POINT (584471.158 5035407.523 230.856)",513
"POINT (584421.27 5035433.714 230.856)",514
"POINT (584361.819 5035491.917 230.856)",515
"POINT (584330.223 5035507.715 230.856)",516
"POINT (584261.627 5035574.233 230.856)",517
"POINT (584219.222 5035622.043 230.856)",518
"POINT (584245.413 5035692.302 230.856)",519
"POINT (584321.077 5035757.573 230.856)",520
"POINT (584371.381 5035859.428 230.856)",521
"POINT (584369.718 5035955.047 230.856)",522
"POINT (584282.414 5035982.07 230.856)",523
"POINT (584141.064 5035966.272 230.856)",524
"POINT (583940.679 5035888.945 230.856)",525
"POINT (583808.475 5035805.798 230.856)",526
"POINT (583744.451 5035724.314 230.856)",527
"POINT (583762.328 5035640.751 230.856)",528
"POINT (583749.025 5035606.66 230.856)",529
"POINT (583660.889 5035556.772 230.856)",530
"POINT (583565.685 5035536.401 230.856)",531
"POINT (583462.998 5035575.48 230.856)",532
"POINT (583422.256 5035587.952 230.856)",533
"POINT (583339.109 5035543.884 230.856)",534
"POINT (583253.052 5035501.895 230.856)",535
"POINT (583213.557 5035534.738 230.856)",536
"POINT (583187.781 5035574.649 230.856)",537
"POINT (583152.028 5035591.278 230.856)",538
"POINT (583127.499 5035629.526 230.856)",539
"POINT (584901.86 5036125.915 230.856)",540
"POINT (584946.76 5036082.262 230.856)",541
"POINT (585001.221 5036068.543 230.856)",542
"POINT (585083.121 5036071.869 230.856)",543
"POINT (585152.549 5036092.656 230.856)",544
"POINT (585211.584 5036101.802 230.856)",545
"POINT (585214.909 5036127.162 230.856)",546
"POINT (585174.167 5036135.892 230.856)",547
"POINT (585105.155 5036147.949 230.856)",548
"POINT (585056.098 5036153.769 230.856)",549
"POINT (585029.075 5036183.702 230.856)",550
"POINT (585024.918 5036199.5 230.856)",551
"POINT (585054.02 5036229.433 230.856)",552
"POINT (585106.818 5036288.052 230.856)",553
"POINT (585178.325 5036323.805 230.856)",554
"POINT (585248.168 5036354.985 230.856)",555
"POINT (585351.271 5036350.828 230.856)",556
"POINT (585438.575 5036349.581 230.856)",557
"POINT (585467.261 5036378.266 230.856)",558
"POINT (585497.61 5036415.267 230.856)",559
"POINT (585525.464 5036427.323 230.856)",560
"POINT (585565.375 5036427.323 230.856)",561
"POINT (585603.207 5036416.93 230.856)",562
"POINT (585631.893 5036401.963 230.856)",563
"POINT (585664.32 5036379.929 230.856)",564
"POINT (585708.804 5036378.682 230.856)",565
"POINT (585784.052 5036377.019 230.856)",566
"POINT (585822.3 5036349.165 230.856)",567
"POINT (585837.266 5036323.389 230.856)",568
"POINT (585827.288 5036267.681 230.856)",569
"POINT (585811.075 5036214.466 230.856)",570
"POINT (585785.299 5036153.769 230.856)",571
"POINT (585760.355 5036141.713 230.856)",572
"POINT (585725.433 5036122.589 230.856)",573
"POINT (585667.646 5036108.869 230.856)",574
"POINT (585622.746 5036080.184 230.856)",575
"POINT (585603.623 5036085.173 230.856)",576
"POINT (585554.981 5036099.723 230.856)",577
"POINT (585493.453 5036076.442 230.856)",578
"POINT (585437.744 5036050.666 230.856)",579
"POINT (585379.125 5036051.082 230.856)",580
"POINT (585364.159 5036040.689 230.856)",581
"POINT (585374.552 5036018.239 230.856)",582
"POINT (585398.665 5036010.34 230.856)",583
"POINT (585453.958 5036009.093 230.856)",584
"POINT (585509.666 5035986.227 230.856)",585
"POINT (585580.757 5035965.441 230.856)",586
"POINT (585609.027 5035949.227 230.856)",587
"POINT (585651.432 5035948.811 230.856)",588
"POINT (585679.286 5035969.598 230.856)",589
"POINT (585753.703 5036012.419 230.856)",590
"POINT (585781.558 5036041.936 230.856)",591
"POINT (585806.086 5036081.431 230.856)",592
"POINT (585845.997 5036157.511 230.856)",593
"POINT (585894.638 5036256.456 230.856)",594
"POINT (585942.447 5036287.22 230.856)",595
"POINT (585980.279 5036304.681 230.856)",596
"POINT (586011.875 5036314.659 230.856)",597
"POINT (586081.719 5036306.344 230.856)",598
"POINT (586108.326 5036290.962 230.856)",599
"POINT (586181.08 5036208.646 230.856)",600
"POINT (586236.373 5036131.319 230.856)",601
"POINT (586325.34 5036007.43 230.856)",602
"POINT (586352.779 5035983.317 230.856)",603
"POINT (586402.251 5035970.429 230.856)",604
"POINT (586453.803 5035977.913 230.856)",605
"POINT (586519.073 5035994.958 230.856)",606
"POINT (586545.68 5036019.486 230.856)",607
"POINT (586559.399 5036053.992 230.856)",608
